,content,,,,,,,,
1081,드라마같은 공포영화 공포영화라기보단..음...,,,,,,,,
1082,한국공포영화중 알포인트 다음으로 재밌게 봤다.분위기,,,,,,,,
1083,110분 러닝타임에 반전설명하는게 30분. 영화 이해했다고 10점주는 사람은 대체 뭘까;,,,,,,,,
1084,한번보고 이해할수는 없을것. 슬프고 아름다운영화,,,,,,,,
1085,이해못하면 영화의 재미도 없다. 정말 잘 만들었다. 또 보게 만든 영화,,,,,,,,
1086,계속되는 긴장감 공포영화로서 중간이상은 한다,,,,,,,,
1087,.........무섭지도 않고......,,,,,,,,
1088,스토리,,,,,,,,
1089,재미 좋다 30대도 볼만 함,,,,,,,,
1090,잔잔한 분위기와 오싹함......... 드물게 내가인정하는 영화!!! ..최고최고..,,,,,,,,
1091,오싹하면서도 왠지 가슴이 아련해지는 엔딩. 최고의 한국식 공포 영화로 꼽고 싶다.,,,,,,,,
1092,웰메이드 '한국식' 공포,,,,,,,,
1093,굉장히 잼있게 본 한국공포영화,,,,,,,,
1094,최고의 한국형 공포영화,,,,,,,,
1095,임본좌 찬양 넘 이쁘다 스토리는 별로,,,,,,,,
1096,내 생에 최고의 영화!!,,,,,,,,
1097,최고 짝짝짝 최고 짜짝짝,,,,,,,,
1098,김지운 스타일.,,,,,,,,
1099,무섭다기보다 슬프다,,,,,,,,
1100,생각보다 평점이 낮네..  유일하게 공포영화중에서 제일 좋아하는 영화..,,,,,,,,
1101,임수정의 원맨쇼! 계모,,,,,,,,
1102,6점이상은 무리인듯..조금은 모자란듯한 긴장감..마무리..ㅎㅎ,,,,,,,,
1103,미루다 미루다 이제야 봤는데..몰입감 최고~,,,,,,,,
1104,네이버 평점에 스포일러 다 나와있음 이 아래로 읽지마요 ㅠㅠ,,,,,,,,
1105,다시볼떄는 더 섬뜩하고 슬프다,,,,,,,,
1106,영화 자체가 참 무섭다,,,,,,,,
1107,시각효과,,,,,,,,
1108,한국영화치곤 괜찮아 그래두 6이상은 힘들지,,,,,,,,
1109,배우 굿 설정 굿 공포영화치고 좋은 영화별로못봤지만 이영화는 좋다!!,,,,,,,,
1110,감독이 천재네 장면하나하나에 의미가있군,,,,,,,,
1111,방금 봤는데 완전 무섭...;; 깜짝 놀래키는 장면에 다 놀랐고 싱크대귀신도 쩔었음,,,,,,,,
1112,극장가서 봤는데 진짜 무서웠음..특히 침대귀신 짱..,,,,,,,,
1113,최고,,,,,,,,
1114,극장가서 봤으면 정말 무서웠겠다,,,,,,,,
1115,생각을깊게할수잇는영화인듯..,,,,,,,,
1116,최고!!!!! 이해 못하면 재미없을듯해요.,,,,,,,,
1117,공포영화 매니아로서 아름답고 슬프고 무섭고 참신함을 잘 알게해준영화,,,,,,,,
1118,반전도 신선했지만 그닥 무섭지는 않았다. 배우연기가 좋았다,,,,,,,,
1119,호러는 호러답게 무섭고 연기가좋아야하는데 피흘리고 소리만질러데,,,,,,,,
1120,죄책감이 커지면.. 피난처를 스스로 만들게 되는 군요...자기를 방어하기위해..,,,,,,,,
1121,극장에서만 12번 봤음,,,,,,,,
1122,죄책감이 만들어낸 상상. 볼때마다 신비롭다.,,,,,,,,
1123,헐리우드판꼭볼테야,,,,,,,,
1124,공포적으로는 약하지만 내용으로는 대단한 작품,,,,,,,,
1125,마지막에돌이킬수없는걸음이라는ost가나오면서임수정이걸어갈때소름쫙.최고,,,,,,,,
1126,보진 못했지만 재밌을 것 같군요...ㅎㅎ,,,,,,,,
1127,후반부로 가니 찌질찌질,,,,,,,,
1128,너무 세련된 공포영화,,,,,,,,
1129,배우들의 열연,,,,,,,,
1130,마냥 무서운영화가 아니다. 슬픈 수작,,,,,,,,
1131,반전도 좋았고...별로 공포스럽지는 않았지만 느낌이 좋았고 슬펐다,,,,,,,,
1132,갠적으로한국 공포 수작,,,,,,,,
1133,참 제미있는;; 공포 영화에요 ^^ 저는 11살....,,,,,,,,
1134,굳굳굳 좋아요,,,,,,,,
1135,한국공포영화중 가장잘만든영화라고 생각함,,,,,,,,
1136,스토리를 모르고 봤을때 반전을 예상하기 힘들었다..,,,,,,,,
1137,평론가들은 틀렸다. 그리고 장화홍련은 옳았다.,,,,,,,,
1138,별로였다. 영화의 분위기와 OST는 좋았는데,,,,,,,,
1139,처음볼땐 그저그런. 계속보면 빨려들어간다.,,,,,,,,
1140,자세히 보니까 참 재미있는 영화야,,,,,,,,
1141,한국 공포영화의 질을 높였던 것 같다.,,,,,,,,
1142,무섭기보다는 너무 슬픈 영화다 특히 결말에 나오는 수미의 갈대밭씬+ost는 정말 최고,,,,,,,,
1143,참신하고 무섭지는 않지만 괜찮은 영화인듯,,,,,,,,
1144,아픔 = 두려움 + 슬픔 + 후회,,,,,,,,
1145,이거 쫌 이해 안되는 장면들이 많다,,,,,,,,
1146,예전에봤지만...아직도기억에남을정도다..꾀반전이괜찬앗던공포영화라고나할까,,,,,,,,
1147,내용은 그닥 맘에 들지 않았지만.. 문근영이 너무 이뻐서 9점...,,,,,,,,
1148,음악,,,,,,,,
1149,현대 한국공포영화중 최고의 작품..,,,,,,,,
1150,잘만들긴 했지만 너무 히스테리 부리는 장면들이 많다.,,,,,,,,
1151,공포영화 중에 가장 좋아하는 영화,,,,,,,,
1152,엄청난흡입력,,,,,,,,
1153,수준이하의영화..뻔한결말과 어설픈스토리..염정아연기만 볼만햇음,,,,,,,,
1154,영화의 곳곳에 숨겨져있는 많은 것들....내인생최고의 영화! 100번도 더볼수있다.,,,,,,,,
1155,마지막 후반부에서 눈물을 쏟았다.. 아름다운 영화,,,,,,,,
1156,내용이 어렵네...한번 더 봐야겠음...,,,,,,,,
1157,한국공포영화중 제일 재밋게 봣다,,,,,,,,
1158,내가 가장 좋아하는 영화 BEST 10중의 하나 ^^,,,,,,,,
1159,제가 정말 사랑하고 좋아하는 영화입니다.,,,,,,,,
1160,이렇게 아름다운 공포 영화는 본적이 없다. 최고다!,,,,,,,,
1161,음악,,,,,,,,
1162,내용도 기분나쁠정도로 무섭지 않거 마지막에 비극적인 결말이라 더 기억에 남네요.,,,,,,,,
1163,뛰어난 미장센 죄의식에 대한 치밀하고 소름끼치는 해석. 최고였습니다,,,,,,,,
1164,스타일리쉬한 웰메이드 공포영화에 반하다..,,,,,,,,
1165,역시 김지운~ 스타일리쉬한 공포..색감,,,,,,,,
1166,한국공포영화중에최고 두말나위없이,,,,,,,,
1167,공포영화 안 좋아하는데 유일하게 재밌게 본 공포영화,,,,,,,,
1168,작품성 최고,,,,,,,,
1169,제일대박이다.....,,,,,,,,
1170,세상에서 가장 무서운건 우리 마음속에 있다,,,,,,,,
1171,한국 공포영화중 최고 !!,,,,,,,,
1172,이런 공포영화가 다 있나?... 최고! 헐리우드 리메이크판은 구릴듯한 예감.,,,,,,,,
1173,어설프고 불균질해도,,,,,,,,
1174,영화를 보면 볼수록 역시 명작이라는 생각이 듭니다.,,,,,,,,
1175,작품성 있는 영화........... 공포영화 무서워하는데...공포를넘어선 슬픔..,,,,,,,,
1176,내가본 한국최고의공포영화,,,,,,,,
1177,역대 한국 공포영화 에서 가장 인기 많았ㅇ므.. 320만명!!,,,,,,,,
1178,임수정씨와 문근영씨의 연기력이 돋보이는 잔잔한 여운을 주는 영화.*^^*,,,,,,,,
1179,다른 공포영화들과 차별되는 색을 가지고 있다. 10점 만점.,,,,,,,,
1180,수연의장롱신이아직도기억에남는다.알고보면너무슬픈,,,,,,,,
1181,제일재밌게 봤던 한국공포영화,,,,,,,,
1182,색감이 그냥 예술이다..그리고 스타일리쉬한 스릴러....역시 김지운!!,,,,,,,,
1183,중간에 그만 결말을 눈치채니,,,,,,,,
1184,솔직히..예술적 스토리는 맘에 드는데..너무 안무서워서...이거 공포영화잖아?..,,,,,,,,
1185,우리나라에도 이런 공포물이?,,,,,,,,
1186,공포영화다,,,,,,,,
1187,색깔이 있는 슬프고 아름다운 공포영화... 돌이킬 수 없는 걸음...,,,,,,,,
1188,조용하고연기자들에실감나는영화,,,,,,,,
1189,한국 영화 역사상 최고의 공포 영화라고 생각합니다.,,,,,,,,
1190,진짜 별로던데;;;;,,,,,,,,
1191,잊을수없는 마지막장면,,,,,,,,
1192,ost좋고색깔있는공포영화같다.다만공포영화치곤공포스러움이다소부족한것같아아쉽다.,,,,,,,,
1193,아 너무 재밌었어요!!... 공포라고하기엔 좀 .. 덜하지만 ㅎㅎ,,,,,,,,
1194,김지운 감독도 기복이 심하네.. 여러 소스를 가져다 섞지만 결국 밋밋한 맛??,,,,,,,,
1195,이렇게까지 아름다운 공포영화는 처음이었다.,,,,,,,,
1196,ost가 잊혀지지 않는다,,,,,,,,
1197,5년이 지났는데 아직도 안 잊혀진다,,,,,,,,
1198,첨 봤을 때두 무서웠지만 재방할때 또 봐두 무서워용.. 특히 밤에 옷장을 못봐요~,,,,,,,,
1199,마지막 노래와 함께 나서는 수미의 모습이 진짜 기억에 남아요,,,,,,,,
1200,마지막이서늘해지네,,,,,,,,
1201,12세 관람이 아니고 마치 15세 관람가같은데요~!ㅋㅋ,,,,,,,,
1202,마지막의 너무슬펐어여 ㅠㅠ,,,,,,,,
1203,내가 본 한국공포주최고..무서워서그런게아니라 슬프다..ㅠㅠ,,,,,,,,
1204,공포의 정신분열이 아닌,,,,,,,,
1205,암튼 재미난 영화...,,,,,,,,
1206,못보면 후회할 영화^^,,,,,,,,
1207,한국 공포영화 중 최고라고 생각 됩니다~~~~~~~~~,,,,,,,,
1208,최고...정말 좋아하는 한국영화... 이런 좋은 작품이 또 나올수나 있을지...,,,,,,,,
1209,공포영화라고 스토리가 상관없어도 된다는 생각은 버려라,,,,,,,,
1210,쫌 짱인듯,,,,,,,,
1211,두번보면 더 재밌는 영화!!,,,,,,,,
1212,일단,,,,,,,,
1213,반전이끝내줘요,,,,,,,,
1214,아무 생각없이 보면 1점짜리 영화 그러나 깊이 들여다보면 10점 줄 수 밖에 없는영화,,,,,,,,
1215,여운최고ㅠㅠ........2003년이후로 영화는 지금까지 3~4번본듯..OST는미친듯이듣고,,,,,,,,
1216,공포영화를 여러번본건 처음!! 영상도 이쁘고 음악도 좋고 스토리도좋고,,,,,,,,
1217,하나하나의 아름다움과 당혹감을 넘어 슬픈 스토리 그리고 그 속에서 나오는 무서움.,,,,,,,,
1218,장화홍련,,,,,,,,
1219,신선한 충격....... 배경음악이 너무 아름답고 영상도 아름다웠다....,,,,,,,,
1220,몇년전에 봐서 풍경빼고는 기억이 그닥 안나는 영화. 근데 연출력에선 뛰어났던.,,,,,,,,
1221,완전소중한 김지운 감독님.,,,,,,,,
1222,아름답고 슬픈 공포. 이정도면 충분.,,,,,,,,
1223,무섭다는 걸 넘어서 여러가지를 느낄 수 있어 좋은 영화,,,,,,,,
1224,너무도아름다운 배경과 잔잔한 선율의 음악.. 동화같은 세계..그속의공포..,,,,,,,,
1225,무서운 건 잘 모르겠는데 슬프고 좋았다. 마지막장면이 감동적이었다.ㅠ,,,,,,,,
1226,한국적인 모티브도 좋고 마지막 반전까지 훌륭한 공포스릴러,,,,,,,,
1227,계모에게 괴롭힘 당하는 신데렐라가 생각난다..,,,,,,,,
1228,여운도 최고 감동도 최고... 디지팩 못산게 너무 아쉬운.,,,,,,,,
1229,다시 봐도 새롭고 볼 때마다 놓친 부분이 다시 보이고,,,,,,,,
1230,한국공포영화 중 가장 괜찮았음.,,,,,,,,
1231,잊을수가 없는 영화,,,,,,,,
1232,스토리,,,,,,,,
1233,공포영화의 선입견을 바꾼영화,,,,,,,,
1234,영화 참 잘만든거 같다,,,,,,,,
1235,(작품성을떠나서) 개인적으로 소장하고 싶은 영화이기에 별 다섯,,,,,,,,
1236,국내의 dark side 영화중에선 손에 꼽힐정도의 퀄리티. 대박 그 자체,,,,,,,,
1237,공포는 약간부족했을지도 모르지만 신비로움에 압도당하기까지 한다.,,,,,,,,
1238,적당히 무섭고 적당히 교훈적인 영화,,,,,,,,
1239,단순히 공포에만 초점을 맞추는게 아니라서 좋았다. 좀 많이 생각해야되는 영화,,,,,,,,
1240,제목 참 잘지었다. 아름다운 화면과 음악의 슬픈 공포영화.,,,,,,,,
1241,기대보단 덜 했지만 그래도 괜찮았다.,,,,,,,,
1242,8.5는 너무 높다. 곳곳에 불친절함이 너무 많아.,,,,,,,,
1243,내 공포영화 베스트에 꼽히는 수작!,,,,,,,,
1244,친숙한 제목에 눈길을 끄는 포스터,,,,,,,,
1245,익숙한 설정이지만,,,,,,,,
1246,다른 단점은 마지막 반전이 어느정도 커버가 가능.,,,,,,,,
1247,캐스팅도좋고 분위기도 잘 살렸는데 그냥 좀 아쉽다-_-,,,,,,,,
1248,진짜 괜찮았어요,,,,,,,,
1249,나름 괜찮았다.. 스릴 굿,,,,,,,,
1250,흡입력은 좋으나.. 내용이 좀 조잡스럽다는~,,,,,,,,
1251,수작입니다 굳~!,,,,,,,,
1252,공포치곤 분위기도 괜찮고 여운이남는..,,,,,,,,
1253,사랑받지 못한 아픔과 슬픔...,,,,,,,,
1254,한국 공포영화 치곤 꽤.,,,,,,,,
1255,쵝.오,,,,,,,,
1256,이 영화를 본지 벌써 5년이나 흘렀다는게 더 무섭다,,,,,,,,
1257,내가 원하던 공포영화.,,,,,,,,
1258,오늘 봤는데,,,,,,,,
1259,처음엔 이게 뭔가했는데 5년이지난 지금에서야 심리학적이해-_-;;굿!,,,,,,,,
1260,무섭고 슬픈영화 다보고 난 울었다...;,,,,,,,,
1261,이런게 바로 진짜 공포~~~~~~,,,,,,,,
1262,좋은영화,,,,,,,,
1263,공포는 없으나 여운은 있다.,,,,,,,,
1264,살짝 시시했지만 생각보다 훌륭한영화,,,,,,,,
1265,생각보단 별루,,,,,,,,
1266,상당히 디테일한 영화이다. 감상후 가슴이 상당히 매이는 영화,,,,,,,,
1267,지금까지 본 영화중 가장 여운이 강하게 남는 영화,,,,,,,,
1268,공포영화라기보단 반전영화라고보면 괜찮은영화,,,,,,,,
1269,돌이킬수없는걸음,,,,,,,,
1270,대박무서운영화,,,,,,,,
1271,재밋게봤지만; 12세 공포영화답게 별로 압박감이없고 -ㅅ-,,,,,,,,
1272,크.. 정말 캐스팅 하나는 죽여줬던 영화.. 대박임 정말.,,,,,,,,
1273,무서워요~,,,,,,,,
1274,최고였지^_^ 10점,,,,,,,,
1275,처음볼땐 공포물로,,,,,,,,
1276,이작품 이야말로 진정한 공포... 여운이 정말 강하다.... 직접보면 안다,,,,,,,,
1277,극장서 봤었는데 영 별로 던데;;,,,,,,,,
1278,염정아의 재발견!! 정말 잘 만든 공포영화...,,,,,,,,
1279,공포영화는 재미없다는 내 편견을 버리게 해준 영화,,,,,,,,
1280,공포라. 보이는것만이 공포는 아니죠.,,,,,,,,
1281,영상하며..내용하며..연기력하며...굿,,,,,,,,
1282,수작이라 불릴만함,,,,,,,,
1283,엔딩크레딧까지도 가슴깊이 여운이 남았던 영화.,,,,,,,,
1284,한국 공포의 커다란 획을 그은 작품.미술과 음악까지.김지운 만세~,,,,,,,,
1285,좀 무서웠지만 내용이 난해했다.,,,,,,,,
1286,전체적인 분위기도 괜찮고,,,,,,,,
1287,음악 좀 짱인듯.,,,,,,,,
1288,내가 본 영화중 최고였던,,,,,,,,
1289,공포감..그리고 여운,,,,,,,,
1290,임수정의 연기에 UP !,,,,,,,,
1291,꽤나 무서웠도 재미있었디/,,,,,,,,
1292,가장 좋아하는 한국 영화. 굳이 공포영화로 분류하고 싶진 않다. 최고~!,,,,,,,,
1293,훌륭하고 좋은 영화 임에는 틀림없다 하지만 다들 꿈보다 해몽인것만 같아서 아쉽다.,,,,,,,,
1294,몇번을 봐도 한국 공포영화에 한 획을 그은 명작이었다는 생각...,,,,,,,,
1295,어릴때 이영화를봐버린게 안타깝다. 다만 공포를줘야한다는 강박관념만 없앴다면..,,,,,,,,
1296,공포영화가 예술이다. 그런데 임수정의 팬이라면 영화가 무섭지 않다,,,,,,,,
1297,2003년도에 보고,,,,,,,,
1298,공포라는 건 이런거다. 다만 팬심이 너무 강하다거나 하면 안 무서움.,,,,,,,,
1299,한국 공포영화의 최고 흥행작!!,,,,,,,,
1300,영화 스탈이 살아있다. 분위기 있는 공포영화~하지만 그닥 공포스럽지 않았다는거~,,,,,,,,
1301,어릴 적엔 실망이었다,,,,,,,,
1302,한국 최고의 공포영환데,,,,,,,,
1303,2003년 나온 공포영화중 단연 최고,,,,,,,,
1304,너무 설치던데 배우들이; 막 울면서 질질짜고 정신없음; 별로,,,,,,,,
1305,너무 아름다운 영상이 눈길을 끌었습니다,,,,,,,,
1306,굿,,,,,,,,
1307,내가본 최고의 영화 최고의 슬픔,,,,,,,,
1308,임수정 문근영으로 5점먹고드갔다 분위기는 최고,,,,,,,,
1309,피를 부르는 핏빛가족사. 그리고 무섭고 슬픈..또슬픈영화,,,,,,,,
1310,이상한 느낌의 영화.... 한번쯤 볼만한,,,,,,,,
1311,무섭도록 슬픈 영화,,,,,,,,
1312,음악도 좋고 재밌어,,,,,,,,
1313,아름답고 슬픈 공포,,,,,,,,
1314,잘봐라.,,,,,,,,
1315,머라빠노 ㅋㅋ 별로구만,,,,,,,,
1316,원한보다 더 깊은 죄의식,,,,,,,,
1317,good,,,,,,,,
1318,예전에..이것본후로 밤에 공포영화 혼자못봄^^,,,,,,,,
1319,이해못하면 쓰지마라. 한국감독중에서 이보다잘만들엇다고내세울작품이있는지?,,,,,,,,
1320,소름끼치고 슬프면서도 한편으론 아름답다.,,,,,,,,
1321,정말 매력있는 영화. 공포라는 느낌이 아닌 많은 생각을 하게 하는 영화,,,,,,,,
1322,그냥.. 5점짜리 영화..... 흠..우리나라 영화의 현실.,,,,,,,,
1323,한국공포중최고,,,,,,,,
1324,내가 처음 공포영화에 매력을 느끼게 해준 영화..ost도 넘좋아!,,,,,,,,
1325,어릴 적 봐서인지 강도부터 모든 것이 기대이하였다,,,,,,,,
1326,임수정 문근영... 애뜻한 모습이 담긴... 영화..,,,,,,,,
1327,평론가하고 관객은 항상 생각이 반대야?ㅡㅡ;; 무섭기보다는 슬픔,,,,,,,,
1328,극장에서보다가 저절로 눈가린것만 여러번 ㅠㅠ,,,,,,,,
1329,영화관서 유일하게 본 공포영화인데,,,,,,,,
1330,수연아,,,,,,,,
1331,여보세요,,,,,,,,
1332,한국영화중 손 꼽히는 명작 중 하나,,,,,,,,
1333,아름답고도 슬픈 영화. 연기도 아주 굿.,,,,,,,,
1334,한국 공포영화 중에는 완성도가 아주 높은 수작이다.,,,,,,,,
1335,색채,,,,,,,,
1336,생각날때마다가슴아픈이야기.처음에그렇게아름다운손금이그런뜻을내포하다니!,,,,,,,,
1337,무섭다기보다 슬프고 아름다운 영상.,,,,,,,,
1338,괜찮다..,,,,,,,,
1339,음악에 매료되고 슬픈 스토리가 안타깝다 ㅠㅠ,,,,,,,,
1340,일본에 사다코와 가야코가있다면 우리에겐 장화 홍련이있다..,,,,,,,,
1341,공포영화중에 단연최고! 봐도또봐도 볼때마다 무서운영화,,,,,,,,
1342,한국 영화중 가끔 나오는 괜찮은 영화중하나..공포라기보단 슬픈..,,,,,,,,
1343,음악이 넘 좋았고,,,,,,,,
1344,아정말 ㅜㅜ 한국공포중에 최고~!!,,,,,,,,
1345,최고,,,,,,,,
1346,놀랍다.암울하고 슬프면서도 공포스러운 장면은 링이나 주온보다 훨씬 더 무서웠다.,,,,,,,,
1347,무섭지만,,,,,,,,
1348,내용이해가 잘..,,,,,,,,
1349,내러티브의 뒤틀림,,,,,,,,
1350,공포영화도 필요없고 모든 영화중에 최고였다,,,,,,,,
1351,그냥...... 임수정 문근영은 괸찬은조합인듯,,,,,,,,
1352,예전엔 재미없다는 사람들 엄청많았는데 난 아직도 이영화가 생각나 최고임,,,,,,,,
1353,한국공포영화중 아직 최고인것같다,,,,,,,,
1354,영화 내용은 좋은데 공포감이 좀 부족했다 하지만 배경음악이 참 좋았다,,,,,,,,
1355,한국 공포 영화 중 Best 5 안에는 뽑힐것이다,,,,,,,,
1356,good,,,,,,,,
1357,가족들간에 정과 사랑이 넘쳐나는 쓰레기 영화,,,,,,,,
1358,슬픈 공포영화,,,,,,,,
1359,공포 영화임에도 불구,,,,,,,,
1360,화려하지만,,,,,,,,
1361,내가 본 한국공포영화 중 최고,,,,,,,,
1362,배우 비주얼 영상 스토리 전부다 굿굿굿~,,,,,,,,
1363,음악과,,,,,,,,
1364,난이거 별로든데.. 아무튼 그럭저럭 볼만은했음,,,,,,,,
1365,그림체도 너무 공포스럽고 국산공포중에 최고닷!!,,,,,,,,
1366,공포영화로포장됐지만..아주섬세하고 감각적이고 슬프고 알흠다운영화!!,,,,,,,,
1367,한국정서.공포.믹스매치가잘안되었지만,,,,,,,,
1368,한국공포영화중 탑이 아닐까..,,,,,,,,
1369,무서움보다는 아름답고 슬펐다,,,,,,,,
1370,아름다웠던 영화,,,,,,,,
1371,영화에 대한 정보 암것도 없이 무작정 친구따라 극장갔다 놀랬던;,,,,,,,,
1372,노래가너무아름답다 정말좋다,,,,,,,,
1373,그래도 임수정의연기는 공포의절정!,,,,,,,,
1374,아름다운 영상 음악 공포 흔치않은 스토리.,,,,,,,,
1375,잘~~만들었다!!!,,,,,,,,
1376,상처가 깊으면 공포가 된다,,,,,,,,
1377,사운드..ㄷㄷ,,,,,,,,
1378,두가지 모두를 손에 쥐기엔 조금 부족하다.,,,,,,,,
1379,가장 중요한 공포는 부족하지만 미술과 연기 때문에 7점,,,,,,,,
1380,싸이코를 포함한 여러 공포물의 짬뽕,,,,,,,,
1381,필름2.0을 반대로 참고하고 봐야겠다..전혀 참고도 안되네,,,,,,,,
1382,공포는 부족하지만 그 분위기와 반전은 괜찮았다,,,,,,,,
1383,영화를 반전땜에 보나? 이런 분위기에서 오는 공포가 진짜 공포지,,,,,,,,
1384,허술한 반전과 짜임새없는 이야기의 뒤엉킴,,,,,,,,
1385,네이버 전문가는 전문가가 맞는거냐?? 다세포 평점봐라 -0-ㅉㅉ,,,,,,,,
1386,알포인트와 더불어 최고의 공포영화,,,,,,,,
1387,한국공포영화 치고는 잘만들었다,,,,,,,,
1388,재밌게본 영화 ㅋ,,,,,,,,
1389,처음엔 이해가 안됬지만 이해하고 급 감동 최고의 영화 ㅠㅠ,,,,,,,,
1390,좋아,,,,,,,,
1391,어릴때 이게머야 -- ; 하면서 본영화....,,,,,,,,
1392,보길 잘했다 ㅇㅇㅇ,,,,,,,,
1393,극장에서 보지 않았던자 이 영화에 대해 논하지 말라 극장에서 본것중 최고,,,,,,,,
1394,나는 이런 공포영화가 좋다. 역시 김지운!,,,,,,,,
1395,생각지도 못한 결말~ 특유의 공포분위기 완벽했다~,,,,,,,,
1396,갠적으론 괜찮았다 싱크대ㅡㅡ; 스토리가 뻔하지 않을까 했지만 예상못한결말,,,,,,,,
1397,김지운은 역시 스타일리쉬하다. 괜찮은 공포영화,,,,,,,,
1398,오래전 이지만 기억에 남는건 음악뿐.. 공포영화란 타이틀이 어색하다.,,,,,,,,
1399,사실 나는 아직 내용을 잘 모르겠지만ㅠㅠ 그래도 뭔가 세련된 영상이 좋았었던..,,,,,,,,
1400,김지운만의 색을 느꼈다. 풋풋한 문근영과 임수정도 최고..,,,,,,,,
1401,공포영화같진 않다.,,,,,,,,
1402,지루했지만..비쥬얼이 아름답고 매혹적이다,,,,,,,,
1403,한국공포의 수작...,,,,,,,,
1404,이게 공포영화니? 임수정이랑 문근영때매 4점준다,,,,,,,,
1405,무섭고 세련된 영화였다.,,,,,,,,
1406,한국공포영화의 본좌.,,,,,,,,
1407,한국공포영화중 최고  놀라운 반전,,,,,,,,
1408,무섭진 않지만 세련된 영화였다!,,,,,,,,
1409,풋풋한 임수정,,,,,,,,
1410,서정성과 공포를 겸비한 뛰어난 호러무비,,,,,,,,
1411,난 이 영화에 나오는 특유한 분위기와 영상컷이 너무나 좋았다,,,,,,,,
1412,진짜 괜찮게봤다 무섭기도하고,,,,,,,,
1413,아름답고 슬프고 공포스러운 이야기.,,,,,,,,
1414,정신병에 대한 재구성,,,,,,,,
1415,ost,,,,,,,,
1416,괜찮은 영화 아니오????,,,,,,,,
1417,기담=장화홍련,,,,,,,,
1418,한국 공포영화중에서 최고라고 말할수있다...무섭고슬프고...계속되는 여운,,,,,,,,
1419,군대에서 불침번서면서 봤다 졸 잼나더만 캬~,,,,,,,,
1420,아직까지 한국에서 장화홍련 만한 공포영화가 안나오는거 같아 안타까울뿐,,,,,,,,
1421,무서웠죠.. 엄청..,,,,,,,,
1422,전 왠지 별로였어여,,,,,,,,
1423,근영누님의 연기가 돋보엿고 신선한반전이 재밌엇다,,,,,,,,
1424,신선한충격,,,,,,,,
1425,국내 공포영화 중에서 가장 신선했다고 생각한다.,,,,,,,,
1426,세련된 색감과 미장센,,,,,,,,
1427,한국영화중 끝맺음을 잘해낸 몇 안되는 수작,,,,,,,,
1428,귀신보다는 반전과 중간스토리 중요 !,,,,,,,,
1429,너무 의도적인 귀신 안넣는게 더 좋았을텐데,,,,,,,,
1430,창의적이라고 생각했겠지만 꽤나 지겨운 이야기더군...,,,,,,,,
1431,염정아무서워하는표정짱이야진짜 ㅋㅋㅋ,,,,,,,,
1432,공포영화는 모름지기 무서워야 한다.,,,,,,,,
1433,내용을 이해하고 3번째 보는건데도 무섭더라,,,,,,,,
1434,곱씹어 볼수록 좋구나...,,,,,,,,
1435,빠져드는 이야기.,,,,,,,,
1436,전문가 평점봐라..ㅉ시대를 너무 앞서간 영화..단순한 공포영화가 아니다,,,,,,,,
1437,영상 음악 반전 한국공포영화중 최고,,,,,,,,
1438,보고 나면 슬픈이야기.개봉할때보고 또봐도 볼만.ost도 기억에 남고,,,,,,,,
1439,수미아빠랑 은주가 쥑일놈년이구만..,,,,,,,,
1440,슬프다ㅠ,,,,,,,,
1441,좋다,,,,,,,,
1442,신선했다,,,,,,,,
1443,반전이 있는 공포영화.괜찮네,,,,,,,,
1444,볼때마다 다른느낌,,,,,,,,
1445,비주얼乃,,,,,,,,
1446,우리나라 공포영화로써는 최고이지 싶다. 볼수록 새로운 영화.ㅋ,,,,,,,,
1447,국내 공포영화중에선 그래도 제법 괜찮고 좋았다 굿이다~!!!,,,,,,,,
1448,캐스팅,,,,,,,,
1449,슬픔이라는 감정을 뒤돌아 전달할수 있는 그 힘,,,,,,,,
1450,임수정땜에 10점준다,,,,,,,,
1451,문근영 이때부터 좋아했지아마;;,,,,,,,,
1452,처음으로본 공포영화,,,,,,,,
1453,볼만,,,,,,,,
1454,이젠 반전영화 식상하다..,,,,,,,,
1455,죄의식에 미쳐버린 한 소녀가 후회의 나락으로 빠져들었을때.. 아름다운 수작,,,,,,,,
1456,그냥 뭐...,,,,,,,,
1457,세련된 영화,,,,,,,,
1458,아직도 기억나는 영화,,,,,,,,
1459,2007년작이라고해도모를영화,,,,,,,,
1460,좋은 각본은 후륭히소화한 임수정을 배우로 각인시킨 영화.,,,,,,,,
1461,최고다.,,,,,,,,
1462,개봉한지 4년 OST와 영상미는 평생 잊을수없을듯,,,,,,,,
1463,미장센과 아름다운 영상.박진감 넘치는 스타일리쉬 연출. 다소 어려운 각본.,,,,,,,,
1464,너무 슬펐던 공포영화.,,,,,,,,
1465,한국최고의 스릴러 영화!!최고의 반전!! 조금더 쉽게 전달했으면..,,,,,,,,
1466,처음볼땐몰랐는데.두번세번보고더무서워짐.헉;;,,,,,,,,
1467,미장센이 돋보인 영화. 한국공포영화는 장화,,,,,,,,
1468,너무 예뻤던 공포영화.. 마지막 씬이 정말 마음아팠다.,,,,,,,,
1469,한국공포영화의 유일한 걸작 ..이야기,,,,,,,,
1470,자매의 비극,,,,,,,,
1471,진정한 공포 영화를 알고 싶으면 장화홍련을 권하고 싶다,,,,,,,,
1472,역대 한국 영화 Best 10안에 들법한 영화!!,,,,,,,,
1473,공포하면 생각나는 한국 영화,,,,,,,,
