,content,,,,,,,,,,,,,
2431,사운드좋은관에서 본 애들 아니면 평점달지 말아라 무서워 죽는줄 알았다,,,,,,,,,,,,,
2432,아니 도대체 이게 무섭다는 사람들은 진짜 무서운겁니까?? 유치해서 못봐주겠던데. 평점 믿고 보러 갔다가 팝콘만 질겅질겅 씹다가 나왔네요. 하긴 제 남친은 벌벌 떨긴합디다. 암튼 노잼.,,,,,,,,,,,,,
2433,일점 주기도 아까움욕하고나왔어요,,,,,,,,,,,,,
2434,진짜 광대 정체성이 흐지부지해서 스토리 개연성 다 말아먹음. 시즌 2도 나올 것 같던데 기대 하나도 안되고 영화사에서도 안받을듯. 남자주인공이 잘생긴거 빼면 별로임.,,,,,,,,,,,,,
2435,노잼진짜 별로에여 보지마세야,,,,,,,,,,,,,
2436,보다가 하품 나옴. 영화 끝나고 이거 장르뭐냐고 웅성웅성. 진짜 엄청 기대했는데... 애들영화임. 아 짜증나.,,,,,,,,,,,,,
2437,기대엄청하고 봤는데 놀라기만하고 스토리 1도 이해안감. 결국 여주 아빠는 뭐하는 사람인지도 모르고 너무 꾸역꾸역 짜집기해서 무서워도 집중이 안됨. 차라리 애나벨이 훨나음... 개비추. 페북에속아서 봣드만....쳿,,,,,,,,,,,,,
2438,꿀잼이에요 정말 보고나서 울었음,,,,,,,,,,,,,
2439,음향효과 덕에 배로 무서웠다는….,,,,,,,,,,,,,
2440,공포영화 아니라고 생각하고나서 부터 영화가 재밌어져요 ㅎㅎ,,,,,,,,,,,,,
2441,흥! 시시하군 맥도날드 안 갈거다,,,,,,,,,,,,,
2442,버거킹이 이 영화를 좋아합니다ㅋㅋㅋ,,,,,,,,,,,,,
2443,코미디 영화임...초반에만 공포고 나머지는 걍 어이가 없음,,,,,,,,,,,,,
2444,이걸 보고 공포를 느낀 분들이 있는 게 신기. 삐에로 첫 등장만 조금 무서울 뻔 하다가.. 결국 성장 하이틴 드라마. 얘들아 우린 뭉치면 무서울 게 없어! 힘을 합치자!,,,,,,,,,,,,,
2445,개봉 했을때 못보고 이제서야 봤는데 그때 못본게 다행이다,,,,,,,,,,,,,
2446,처음 5분동안 엄청 충격적이고 공포스러웠는데...그게 끝...그 뒤로는 그냥 무슨 어린이 만화처럼 다같이 힘을 모으면 된다는 식의 전개... 삐에로 만나면 다른 아이들은 한큐에 다 죽는데,,,,,,,,,,,,,
2447,1전도 아까움. 공포 아니고 코믹. 광대 걷는 모습보고 엄청 웃음관람객들 다 웃었고. 나올때 다들 이게 뭐냐며 나왔음. 평점 너무 높음. 개 노잼,,,,,,,,,,,,,
2448,공포매니아로썬 돈 아까워요..삐애로 공포증 있는사람은 무서울수도 있겠네요.차라리 귀신으로 하지 그랬어요,,,,,,,,,,,,,
2449,제일 무서운 장면은 후속편 제작을 암시하는 챕터 원이라는 자막이 나오는 마지막 장면. 이딴 영화가 더 만들어진다니...너무 무섭다.,,,,,,,,,,,,,
2450,진짜 영화보다가 폰 계속 만짐 집중 진짜 안되고 완전억지 뭐냐 이거 진짜 진짜 짜증난다,,,,,,,,,,,,,
2451,평점 쓰는 거 처음 입니다.진짴ㅋㅋ 놀랐어요 너무 재미 없어서~~~ 이건 그냥 어린이 영화 같네요,,,,,,,,,,,,,
2452,아니 갑툭튀 살짝에 지루하다. 뚱띵이는 개불상하고  그런데 2탄이 궁금하넼ㅋㅋㅋ,,,,,,,,,,,,,
2453,개연성도없고 스토리는 빙빙돌기만하고.. 후반부는 어이가없다.,,,,,,,,,,,,,
2454,제가 컨저링도 비오는날 심야로 보는남자인데요 이감독님이찍은양화 다시는 안볼려고요 재미도없고 무섭지도않고. 스토리도 이상하고. 쩝....임신한 와이프랑 같이봤는데. 와이프도ㅠ하나도안무섭데요,,,,,,,,,,,,,
2455,스토리 중구난방에 마지막엔 귀신 때려잡는 영화. 그리고 스크린에서 튀어나오는건 너무 무리수 아니였냨ㅋㅋ 행사풍선인줄ㅋㅋ,,,,,,,,,,,,,
2456,지금껏 봐온 영화중에 최악,,,,,,,,,,,,,
2457,생각보다 재밌어서놀랐습니다 잘만든공포영화입니다,,,,,,,,,,,,,
2458,역대급 노잼 맥도날드끊었음 이거보고,,,,,,,,,,,,,
2459,뜬금 키스신에서 빵터졌네,,,,,,,,,,,,,
2460,단순 공포에 집중한 영화는 아니기 때문에 호불호가 갈릴수는 있지만 영화로서의 완성도는 매우높음. 공포,,,,,,,,,,,,,
2461,공포영화 좋아하는 사람인데 애나벨 하도 무섭다길래 보고 너무 안무서워서 실망후 이 영화보러 갔는데 애나벨보단 낫다,,,,,,,,,,,,,
2462,진짜 제목처럼 그것만큼은 입니다. 절대 보지마세요. 진짜 개재미없으니까.,,,,,,,,,,,,,
2463,노잼노잼너잼노잼노댐,,,,,,,,,,,,,
2464,진짜 지금까지본 영화중에 제일 재미없었음무섭지도 않고 스토리도 없고 그냥 망작 돈주고본다는게 소름돋을 정도,,,,,,,,,,,,,
2465,시간아까움097777,,,,,,,,,,,,,
2466,진짜 핵노잼 제발보지마세요어린이들 성장드라만데 소리만지름,,,,,,,,,,,,,
2467,초반 갑툭튀빼고 하나도 안무서움 스토리도 중구난방에 무엇보다 삐에로가 너무 귀여웠음,,,,,,,,,,,,,
2468,진짜 개***영화 .. 제발 보지마세요 평점에 속았습니다 시간날렸어요 ㅜ  보신분들 남도 당해보라구 평좀 좋게 주신거같은데 그러지마세여 ...,,,,,,,,,,,,,
2469,재밌는데 1점준놈들 갑자기 몰려온거보니 알바필이다 이건빼박임 한건당 얼마줌?,,,,,,,,,,,,,
2470,유치하고 재미없던대... 마지막 손긋는 장면은.. 나만 그런건가,,,,,,,,,,,,,
2471,진짜 잼낫어여ㅋㅋ 책으로도 읽어보려고 생각중입니다~~,,,,,,,,,,,,,
2472,확실히 재밌긴하네요. 2도 나온다던데 기대가 큽니다,,,,,,,,,,,,,
2473,진심 개소름 강심장들만 보셈요,,,,,,,,,,,,,
2474,평점에 안 무섭다는 사람 나와라ㅠㅠ 무서워 ,,,,,,,,,,,,,
2475,나오자마자 봤는데 일단 무서운건 인정 갑툭튀 개많음 근데 스토리 뭔 개소린지도 모르겠고 성장드라마도 아니고 주제가 없음;;; 개연성 딸림 제일 무서운건 이거 10점주고 명작이라고 하는 알바들....,,,,,,,,,,,,,
2476,한달전부터 엄청 기대한 영화인데 좀 실망스럽네요갑툭튀만 많이나오고 스토리 전개가 너무  띄엄띄엄이에요  결말도 좀 별로고... 내용이 길어서 그것을 시간에 맞춰 압축시키느라 약간 내용들이 빠진기분이에요,,,,,,,,,,,,,
2477,1점도아까울정도로 아역배우 연기력 개연성없는 스토리 무서운장면들 장면들도 다뻔하면서 무섭지도않으며 보다가이건아닌거같아서 중간좀더보다가 나왔습니다.. 꼭보지마세요 돈만아깝습니다.,,,,,,,,,,,,,
2478,진짜 별 1점도 아까움. 주제는 신선했는데 억지로 공포조성하는 느낌에 뜬금없는 로맨스. 공포영화가 아니라 코믹영환줄 알았네요. 그래도 결말은 보겠다고 끝까지봤는데 결말까지 허무맹랑. 2안나왔으면 좋겠어요.,,,,,,,,,,,,,
2479,영화보기전 이글을 보세요. (진짜존나 시간가는줄모르고 잠잤음 핵 개꿀잠),,,,,,,,,,,,,
2480,갑툭튀는 계속 나오는데 별로 무섭지도 놀라지도 않았고 뜬금없고 허점투성이의 러브라인과 영화의 집중을 흐트리는 밝은 분위기는 웃음이 나올 정도다.다굴당한 광대만 열일한다. 예고편이 영화의 90퍼센트.,,,,,,,,,,,,,
2481,솔직해집시다. 거의 2시간동안 이게 무슨 내용이야 하면서보고 가끔 웃긴장면이 있어서 그나마 2점임 이거  10점 주시는 분들 나랑 같은 영화보신분들 맞나..,,,,,,,,,,,,,
2482,애나벨,,,,,,,,,,,,,
2483,소설이 원작입니다. 특급 스릴,,,,,,,,,,,,,
2484,단순한 공포영화를 뛰어넘은 수작,,,,,,,,,,,,,
2485,it  원작을 본 입장에서 '또 영화화 실패했구만'이란 생각밖에 안 드는 영화. 원작이 진짜 대박인데. 원작의 긴장감,,,,,,,,,,,,,
2486,삐에로가 입을 벌린순간 실망했다,,,,,,,,,,,,,
2487,레알 이거 보고 평점 낮게 주면서 속았다 이럴거면 이런 영화 안 봤으면... 나는 이 영화보고 스티븐킹 소설 찾아서 읽어보고 다른 작품들도 찾아봤는데 ㅋㅋ 뭘 기대했길래 이제부터 영화볼때 예고편이랑 영화평 보지말고 ...,,,,,,,,,,,,,
2488,이게 왜 7점인지 모르겠네 공포가 아니라 성장영화 3~5점이 적당함,,,,,,,,,,,,,
2489,튀기면 다 맛있고 튀어나오면 다 무섭지,,,,,,,,,,,,,
2490,나에겐 너무 재밌는 영화  또 보고 싶은 영화,,,,,,,,,,,,,
2491,OOO 영화. 엄청난 오바에 정말 찌질하고 뻔한 시나리오. 과장된 연기에 유치하기 짝이 없는 이야기전개와 보는 내내 화가 솟구쳐 오를뻔. 영화보다가 반지나고 그냥 나가고싶었던건 처음,,,,,,,,,,,,,
2492,별1개주기도 아까움무서운장면 놀라는장면 진심1도없어요 댓글에 낚이지마시길,,,,,,,,,,,,,
2493,노잼.. 소년물이었어요?? 소년 러브 소년 상상 소년 공포 ㅋ하...ㅋㅋㅌ 리치가 젤웃김 ㅋㅋfuxk that..,,,,,,,,,,,,,
2494,무섭지 않아요. 애들 영화라고 생각하면 됩니다. 소설에선 **년 후 이야기가 나오는데 이 이야기는 그때부터 시작이라고 보면 될거같은데... 속편 기대합니다.,,,,,,,,,,,,,
2495,진짜 개노잼임 제발 돈아까움 그냥 코믹 성장물임 갑툭튀만 넣고 진짜 전개가 제일 무서움 리얼 시간 많고 돈 많은 분들도 보지 마세요;;; 진짜 알바들 믿지 마세요 제발 ㅜㅜ 도대체 이게 어떻게 2탄이 나온다는 거지?...,,,,,,,,,,,,,
2496,내가 진짜 왠만하면 댓글 안다는데 어이가 없어서 댓글단다;;마지막 엔딩 개터짐;;공포가 아니라 가족 애니 코믹인듯,,,,,,,,,,,,,
2497,코딱지파다가 잤네요,,,,,,,,,,,,,
2498,한국정서에는 맞지 않아요,,,,,,,,,,,,,
2499,뭐가재밌다는거야 애기들이나 볼수있는수준의공포영화 핵노잼,,,,,,,,,,,,,
2500,로멘스 공포 코미디 짬뽕에 실패 이게 왜 10점평이 많은지 모르겠다 딱 5~6점 그리고 마지막에 키스로 혼을 불러오는건 백설공주냐ㅋㅋ,,,,,,,,,,,,,
2501,알바들 믿지마세요 가면 잡니다,,,,,,,,,,,,,
2502,노잼임갠적으로진심ㄹㅇ,,,,,,,,,,,,,
2503,내 취향에는 존나게 안맞았습니다.. 초반 5분이 제일 재밌었음,,,,,,,,,,,,,
2504,스토리를 풀가느는 방식이 미치게 졸림. 무서운 거 못보는 데 이건 무섭지 않음...지루함...완얼...ㅠ,,,,,,,,,,,,,
2505,빨리 광대가 애새끼들 다 죽여서 영화 빨리 끝나기만을 기다렸습니다,,,,,,,,,,,,,
2506,내가 꼬맹이들 입술놀림 볼라고 8000원을 들여 이 영화 본게 후회됩니다. 초반에는 엄청나게 쫄아서 봤는데 허..허허..중반-후반정도 들어가니 스토리에 놀라고 영화를 보러온 저 자신에게 놀랐습니다. (영화보면서 한숨...,,,,,,,,,,,,,
2507,왕유치ㅋㅋㅋ이게 2017년 영화라는 게 더 무섭다,,,,,,,,,,,,,
2508,너무 재밌어여.. 진짜 무섭고 재밌고 감동적임 ㅠㅜ,,,,,,,,,,,,,
2509,예,,,,,,,,,,,,,
2510,넷플릭스 기묘한이야기랑 비슷. 가슴설레는 공포+어드벤쳐. 아이들이 너무귀엽다. 강추 꼭 보세요,,,,,,,,,,,,,
2511,솔직히 영화평을 남겨도 낮은 평점은 비공 투성이고 닥치고 찬양하는 높은 평점은 공감이고.,,,,,,,,,,,,,
2512,친구랑 보러갈꺼에요.무사히 볼수있기를..,,,,,,,,,,,,,
2513,너무나 웃겼음ㅋㅋㅋ,,,,,,,,,,,,,
2514,무슨 어린이영화 보는줄,,,,,,,,,,,,,
2515,넘나 무서운 그것... 페니와이즈..!,,,,,,,,,,,,,
2516,공포영화를 잘 못 보는데 무서웠지만 재밌게봤습니다 추천 드려요,,,,,,,,,,,,,
2517,(광대보다는) 학대와 폭력에 시달리는 아이들의 성장담,,,,,,,,,,,,,
2518,그럭저럭 괜찮은 영화이지만,,,,,,,,,,,,,
2519,무서운 괴물을 이기는 법 : ㅈㄴ 빳따로 개 다구리를 깐다,,,,,,,,,,,,,
2520,공포보다는 인물들의 성장과정에 맞춰 이야기를 전개하기 때문에 개인에 따라 지루할수 있다,,,,,,,,,,,,,
2521,영화 제목 나오기전 인트로가 제일 인상적,,,,,,,,,,,,,
2522,영화로 장난치는거 아니다,,,,,,,,,,,,,
2523,초반에는 분위기도 무섭고 재밌었는데 나중엔 무슨 청소년드라마가 따로없음,,,,,,,,,,,,,
2524,우연히 티비서하길래 봣는데 넘재밋슴 ㅋㅋ이런건 티비에서 우연히봐야 제맛,,,,,,,,,,,,,
2525,17.09.15.아이의 시선으로 바라보는 공포란,,,,,,,,,,,,,
2526,Sns 홍보 보면은 띵작인거 같은데B급임,,,,,,,,,,,,,
2527,그럭저럭 괜찮은 영화이지만,,,,,,,,,,,,,
2528,유명 작품 내용은 아는데 못봐서ㅋㅋㅋ근데 나만 생각하는거 아니지? 잔인하기로는 애들이 더 잔인하다ㅋㅋㅋ광대는 걍 OOO 맞다가 끝나네.,,,,,,,,,,,,,
2529,하이틴과 공포 접합한 게 참신했음. 중간에 오글거리는 포인트 많았지만,,,,,,,,,,,,,
2530,음… 그냥 그렇다… 기대를 너무 많이 한 듯,,,,,,,,,,,,,
2531,,,,,,,,,,,,,,
2532,약한 아이를 잡아먹는 삐에로한테 당하도록 애를 키운 부모들이 제일 무섭다.,,,,,,,,,,,,,
2533,뚱땡이가 키스해서 살려놓고 저 여자애는 왜 딴애랑 ;;; 피로 서약은 왜 ..ㅜㅜ 징그러워여 ㅜ,,,,,,,,,,,,,
2534,전개의 개연성이 아주 부족한데다 전체적으로 유치하다,,,,,,,,,,,,,
2535,와,,,,,,,,,,,,,
2536,밖 은 평화로운 대낮이고 집 안은 어두운 공포 분위기 너무 좋았음,,,,,,,,,,,,,
2537,공포영화라기보다 하이틴 영화에 가깝다.,,,,,,,,,,,,,
2538,공포영화를 만족스럽게 본 적은 처음이에용,,,,,,,,,,,,,
2539,보는데 미드 기묘한이야기가 생각이 났어요아이들의 성장물이라 생각하고 보니 재미있었어요 페니와이즈 입이 제일 무서워요,,,,,,,,,,,,,
2540,어린 아이들이 공포영화 주연으로 이끌어간다는 점이 신선했고,,,,,,,,,,,,,
2541,공포 영화 중 단연 제 인생 최고였네요.. 많은 걸 생각하게 해주는 영화. 최고입니다. 아 그리고 절대 혼자 보지 마세요. 무서워용,,,,,,,,,,,,,
2542,초등고학년 입문 공포영화로 좋은거같아요 잔인한장면도없구 초딩들 모험 액션 교훈적인내용도 담고있어서 딱임,,,,,,,,,,,,,
2543,얘애들아 맹세를 꼭 깨진 유리조각으로 해야 겠니? 파상풍 걸린다..기묘한이야기 마이크 나오는 영화인줄 몰라서 반가웠음ㅋㅋㅋㅋ 광대소재라 앵간히 무서움,,,,,,,,,,,,,
2544,스티븐킹원작을 훌륭하게 영상화함. 잘만들음 왠만한 공포영화보다 훌륭ㅋㅋ,,,,,,,,,,,,,
2545,솔직히 코미디 영화인줄 알았다. 애기들 귀여운 거 하나로 봤음. 약~간 창의적이긴 함 연출이,,,,,,,,,,,,,
2546,기묘한 이야기의 대낮버전 영화,,,,,,,,,,,,,
2547,꼬마들이 뭉쳐다니는 영화는 구니스가 최고지ㅎㅎ,,,,,,,,,,,,,
2548,IT = 거시기 ,,,,,,,,,,,,,
2549,성장 힐링 하이틴,,,,,,,,,,,,,
2550,챕터 2가 기대되군요,,,,,,,,,,,,,
2551,롤 한타중에 판단능력떨어지는 트롤 팀원 보는 느낌의 영화임 아무고토 모타죠,,,,,,,,,,,,,
2552,책이 너무 재밌어서 책보단 못하지만 애기들 귀엽고 광대도 생각보단 무섭게 잘 했네요 스토리가 좀 이상하게 흘렀지만 전체적으로 흥미롭고 상상력천재 스티븐킹에 감탄하며 봤어요,,,,,,,,,,,,,
2553,생각보다 가볍지만 은은한놀람과 의외의재미와 영상미가 있는영화,,,,,,,,,,,,,
2554,,,,,,,,,,,,,,
2555,걍 넘 좋음????????,,,,,,,,,,,,,
2556,,,,,,,,,,,,,,
2557,평점 너무낮긴한데 왜케 답답하냐 소리나면 혼자가고 말도않하고 너무 답답함 같이다니자면서 따로다니고,,,,,,,,,,,,,
2558,굉장히 무섭다!!!!,,,,,,,,,,,,,
2559,무섭긴 함ㅎㅎ 보다 죽을번,,,,,,,,,,,,,
2560,,,,,,,,,,,,,,
2561,주인공 꼬맹이 제이든이 한국혼혈이라니 신기..,,,,,,,,,,,,,
2562,스토리있는 공포영화라 재밌음,,,,,,,,,,,,,
2563,애들만 노리는 역겨운 광대놈. 그래서 더욱 빛나는 청춘. 공포물로서는 어떨까 싶은데 영화 자체는 나쁘지 않다.,,,,,,,,,,,,,
2564,정작 페니와이즈가 무섭지 않다는 사실이 영화 내내 좀 거슬린다,,,,,,,,,,,,,
2565,중구난방 존나 나타나네언제 어디서든 다 나타남,,,,,,,,,,,,,
2566,기묘한이야기 IT 이었다.,,,,,,,,,,,,,
2567,무서운것을 좋아는하지만 잘은못보는 나에겐 딱이었다,,,,,,,,,,,,,
2568,잼있게봤어요~~~광대가이렇게무서울줄,,,,,,,,,,,,,
2569,소년소녀의 성장 일기. 유년 시절이 떠올라 매우 만족.,,,,,,,,,,,,,
2570,믿고 거르는 평식이다!!!!,,,,,,,,,,,,,
2571,넷플릭스 기묘한이야기를 먼저봐서 그런가 그다지 재미는 없었다. 징그러운거랑 무서운건 좀 다른거 같음,,,,,,,,,,,,,
2572,잼네. 남주 졸귀 아들 삼고 싶네.,,,,,,,,,,,,,
2573,먼가 허무맹랑하지만 나름 쏘쏘,,,,,,,,,,,,,
2574,스티븐킹의 원작소설 그것을 먼저 읽고난 다음에 영화를 봤습니다 원작과 내용이 조금 다르긴 하지만,,,,,,,,,,,,,
2575,무섭긴한데 그것을 없애는 과정이 좀..,,,,,,,,,,,,,
2576,무섭기보단 스릴 있고 내용도 흥미진진하니 재밌었다. 전부 마음에 들었지만 특히나 광대의 연기와 연출이 훌륭했다. 후속작이 기다려진다.,,,,,,,,,,,,,
2577,무엇을 찾을려고 하다가 결국엔 대마왕을 죽인 격이네 허무하다,,,,,,,,,,,,,
2578,그것'은 진정한 공포영화가 아니었다. ㅋㅋ아이들이 잔뜩 출연하는 SF괴기영화를 한 편 본 기분이다. 어릴적 보았던 '구니스'라는 영화가잠시 떠올랐다. 2시간이 넘는 긴 러닝타임이 지루하...,,,,,,,,,,,,,
2579,어린 조지는 뭔 죄가 있기에 단순히 공포감이란 이유만으로 아이를 죽음에 몰아넣었을까.. 그냥 조지만 불쌍한 것 같다.,,,,,,,,,,,,,
2580,원작이 막판에 미성년자들 돌아가며 성경험하는걸로 마무리 지은거에 비하면 많이 순화했다.,,,,,,,,,,,,,
2581,광대 초딩들한테 존나쳐맞고 다굴당하는데 개불쌍함ㅋㅋ,,,,,,,,,,,,,
2582,사실 알고보면 별거 없는데 지레 겁먹고 자기네들이 역관광 당해버리는 초딩들의 당돌한 어드벤처 판타지,,,,,,,,,,,,,
2583,적당하게 정신없었다.,,,,,,,,,,,,,
2584,아이고 무서워라~~~,,,,,,,,,,,,,
2585,굿 80년  감성 잘살렸네,,,,,,,,,,,,,
2586,두려워하는 공포를 먹고 사는 존재. 피에로 내가 무서워 하는 것이 뭔지? 세상에 존재하는 신 돈. 그 돈이 가장 무섭다. 깜짝 놀라는 장면이 있지만 그렇게 무섭지 않다.,,,,,,,,,,,,,
2587,연출은 좋은데 스토리가 OOO기네ㅡㅡ,,,,,,,,,,,,,
2588,마음 속에 있는 원초적인 두려움의 대상을 각기 다른 것으로 보여주면서 공포스러운 장면을 연출했다. 어린이들의 눈에 보이는 공포로 연출하여 이성적인 어른의 시야를 탈피해 감성적으로 보게된거 같다. 그것은 우리 마음속의...,,,,,,,,,,,,,
2589,..초반에...유대인남자에 한테 나오는 그림속귀신 영화 마마에 마마인거같은데 ㅋㅋㅋ 갑자기슬프다 ㅠㅠ ~,,,,,,,,,,,,,
2590,공포중 최고였다. 또한 아이들덕분에 무서웠다가도 웃을수있었고 아이들마다 공포심은 다르기때문에 다양한 공포를 맞볼 수 있었다. 최고다,,,,,,,,,,,,,
2591,호러라고 하기엔 먼가 느낌이 묘했슴.... 그래도재미있게 봤으니 10점,,,,,,,,,,,,,
2592,공포스럽지만 재미있고 깔끔하고 개운한 엔딩이 너무 마음에 든다 추천,,,,,,,,,,,,,
2593,잔인한것 빼고 전체관람가해도 되겠는데....,,,,,,,,,,,,,
2594,게꿀이다 그것 사랑합니다,,,,,,,,,,,,,
2595,공포지만 생각하게 만드는 영화다,,,,,,,,,,,,,
2596,직쏘처럼 캐릭터 잘 만든듯 너무나도 잼있게 봤음,,,,,,,,,,,,,
2597,중반을 넘어서면서 슬슬 지루해진다.. 그 것도 무서워지지않고... 후반에는 어이없는 스토리....,,,,,,,,,,,,,
2598,초중반까지는 공포스런 분위기로 나름 잘 나가다가 결말 액션신은 좀..,,,,,,,,,,,,,
2599,호러영화로써는 부족하지만,,,,,,,,,,,,,
2600,영화는 안봤는데 it은 마약인데,,,,,,,,,,,,,
2601,결말보기전까지 1점주려고 했다. 개답답이들 때문에 암걸리는줄 알았다. 전형적인 속터지는 영화.,,,,,,,,,,,,,
2602,소재는 참신했으나 내용은 참신하지못한 그들의 청춘영화 마음을 열고 보았으나 저에겐 별로..자 2점을 드리겠읍니다 이것도 마음 많이 썼다고 생각듭니다.,,,,,,,,,,,,,
2603,적당히 무섭고 적당히 재미있음 2탄이 기대된다.,,,,,,,,,,,,,
2604,아무생각 없이 무서운걸 보기엔 좋았다,,,,,,,,,,,,,
2605,애들영화인줄 알았는데 생각보다 흉악해서? 괜찮았찌만 스토리는 전반적으로 아쉬웠다.,,,,,,,,,,,,,
2606,초딩영화 뚱보귀여움ㅎㅎ,,,,,,,,,,,,,
2607,어린이들에게 적합한 영화.,,,,,,,,,,,,,
2608,항상 궁금한게있습니다이상한 감정이 든다면 그냥 조용히 문을 받고 나오세요어드벤처 모험은 친구랑 같이 하시는걸 추천합니다,,,,,,,,,,,,,
2609,끝까지 숨죽이고 봤다.,,,,,,,,,,,,,
2610,소피아 릴리스가 예뻤다.,,,,,,,,,,,,,
2611,일단 애나벨보다 훨씬 낫다. 아이들이 풀어가는게 흥미로웠고 물론 아이들 치고는 똑똑한 설정이였지만 꽤 몰입감 있게 2시간이상을 끌고나아갔다. 마지막에 손에 칼을 긋는 장면은 좀 오바였을뿐 나머진 좋았다. 뭐 결말은 ...,,,,,,,,,,,,,
2612,광대의 괴기스러운 행동과 변신에 상당히 만족하네요,,,,,,,,,,,,,
2613,무서섭고 재미없는 삐에로 아저씨,,,,,,,,,,,,,
2614,임팩트가 다소 부족하지만 제법 스릴 있는 공포물,,,,,,,,,,,,,
2615,개연성없음 애들 여럿이 광대한명 다구리놓는 영화 소피아 이뻐서 끝까지보긴했는데 노잼..,,,,,,,,,,,,,
2616,애들이 주인공이고,,,,,,,,,,,,,
2617,기괴하고도 엉성한 공포스러운 성장영화.,,,,,,,,,,,,,
2618,중반까지 무기력하고 답답하지만 마지막 팀킬은 시원한,,,,,,,,,,,,,
2619,공포 맞지?? 무서운 장면보다 웃긴 장면이 더 많았다. 아니 공포는 없었다.,,,,,,,,,,,,,
2620,단지 공포영화가아니라 판타지 액션 드라마 스릴러 코미디 감동 까지 있어서 생각보다 놀랐고 후속편이 기대된다,,,,,,,,,,,,,
2621,정보력좋고 똑똑하고 낭만있고 용감하고 맷집좋은 뚱보보단 고집세고 말더듬는 기생오래비가 위너!!     동서양을 막론하고 진리임,,,,,,,,,,,,,
2622,초딩들은 좋아할 법한 영화,,,,,,,,,,,,,
2623,쓸데없이 긴 러닝타임 쓸데없는 캐릭터... 초반엔 그래도 무섭고 기괴한 느낌이 있었지만 그 느낌을 후반까지 끌고가지 못한게 아쉽다,,,,,,,,,,,,,
2624,그냥 광대가 어이없고 웃김.,,,,,,,,,,,,,
2625,꾸러기수비대의 어른 동화버전. 공포영화라는 기대를 버리면 즐겁게 감상이 가능하다. 유년시절 추억과 특유의 유치한 감상때문에 웃음이 나는 영화.,,,,,,,,,,,,,
2626,우리들은 잃어 버린 어린시절 상상의 세계. '그것'은 우리들을 다시 상상속 공포의 세계로 밀어 넣는다.,,,,,,,,,,,,,
2627,공포에 맞설 용기가 어른이 될수록 없어지고 무서워 지나보다. 어린시절 나의 용기를 곱씹어 본다. 아 그리고 살빼야지,,,,,,,,,,,,,
2628,재밋었어용 ㅎ재밌었어요,,,,,,,,,,,,,
2629,음 나름신선햇어요..,,,,,,,,,,,,,
2630,너무 무서웠지만. 재미있게 잘봤어요~~~,,,,,,,,,,,,,
2631,기대하지 않고 봤는데 생각보다 공포감이 꽤 있었다. 아이들의 우정과 성장도 개연성있게 잘 표현한 것 같다.,,,,,,,,,,,,,
2632,오랜만에 재밌네요 헤헷,,,,,,,,,,,,,
2633,재미없고 시시할줄알았는데 대박...ㅎㅎ,,,,,,,,,,,,,
2634,배경은 80년대.. 스토리는 90년대.. 연출은 2000년대..,,,,,,,,,,,,,
2635,적당히 무섭고 마지막엔 뭉클하다. 그래도 2시간10분가량 빠르게 흐른듯..지루하다는 느낌은 못받았다,,,,,,,,,,,,,
2636,지퍼스크리퍼스 + 슈퍼에이트 를 오마쥬한느낌의 다운그레이드느낌,,,,,,,,,,,,,
2637,구니스의 향수가!!! 모험과 상상이 <그것>을 기대한다! 하지만 이러다 로리타가 되겠어,,,,,,,,,,,,,
2638,스토리 탄탄하고 주인공들 연기가 좋았습니더,,,,,,,,,,,,,
2639,중반까지의 몰입은 좋습니다. 다만 후반다구리는 눈물없이 볼수없네요.,,,,,,,,,,,,,
2640,괜찮은 공포영화임. 근데 뭘 얘기하고 싶은건지? 왜? 라는 답은 여전히 안풀림.. 이게 챕터1이란게 더욱 놀랄 일,,,,,,,,,,,,,
2641,이거 구니스2 인가요?,,,,,,,,,,,,,
2642,어린이들이 주인공인 점을 감안하면 재밌는영화임. 아이들용 공포영화라기엔 잔인한 감이 있지만,,,,,,,,,,,,,
2643,광대의 비쥬얼이 정말 무서운 영화. 80년대 미국의 정서를 잘 담나앴으며 아역배우들의 귀여운 모습들도 정말 마음에 들었다. 원작은 일부 읽어봤지만 재현도 잘 해낸것 같고,,,,,,,,,,,,,
2644,하... 답답허다 영화를 끝까지 본 내가 참 대견스러운 영화,,,,,,,,,,,,,
2645,조금 잔인한 80년대 스필버그 영화같다,,,,,,,,,,,,,
2646,회피하지 말고 맞서 싸우라는 교훈 담느라 좀 늘어진 면이 있다. 애들 돌팔매질 장면이 제일 무서웠어,,,,,,,,,,,,,
2647,애들이 보기엔 잔인한 면이 많고 어른이 보기엔 너무 유치하다. 차라리 공포를 뺀 성장드라마였으면 좋았을 듯...,,,,,,,,,,,,,
2648,그것그것이알고 싶다,,,,,,,,,,,,,
2649,인생은 역시 완얼이라는 것을 각인시켜주는 영화. 불쌍한 뚱땡이때문에 10점준다..,,,,,,,,,,,,,
2650,전개가 어수선하고 산만했지만 매력적인 캐릭터들과 영상미가 영화를 살렸음.,,,,,,,,,,,,,
2651,공포영환데 중간에 지루해서 보다 끌뻔했다;,,,,,,,,,,,,,
2652,그것 챕터2  27년후 나오길 기대한다..,,,,,,,,,,,,,
