,content,,,,,,,,,,,,,
1973,우성인자에 굴복하지 않는 인간의 집념과 꿈,,,,,,,,,,,,,
1974,멋짐...,,,,,,,,,,,,,
1975,여운이 남는 영화,,,,,,,,,,,,,
1976,우성에겐 없는 열성들의 끈기 ....,,,,,,,,,,,,,
1977,평점이 너무 낮다.,,,,,,,,,,,,,
1978,최고 ㅇ최고,,,,,,,,,,,,,
1979,전율..인생에 있어 한번은 꼭 봐야할 영화....,,,,,,,,,,,,,
1980,잼있네요 이렇게 오래된 영화인줄 몰랐습니다.,,,,,,,,,,,,,
1981,최고~,,,,,,,,,,,,,
1982,여운이 많이남는영화,,,,,,,,,,,,,
1983,또 한번 훌륭무비...,,,,,,,,,,,,,
1984,인생을 살아가는 목적을 심어주는 영화,,,,,,,,,,,,,
1985,기억속에서 지우고싶다 ,,,,,,,,,,,,,
1986,진정한 삶의 고찰,,,,,,,,,,,,,
1987,우마서먼,,,,,,,,,,,,,
1988,교훈도 남고 영화도 인상깊고 새로웠다 13년전 영화라는게 믿기지 않음,,,,,,,,,,,,,
1989,정말 괜찮은 영화,,,,,,,,,,,,,
1990,내인생 최고의 영화 목록에 추가됌.. 와진짜.. ㅠㅠ 모든면이 다 완벽함,,,,,,,,,,,,,
1991,난 돌아올 힘을 남겨두지 않는다는 대사가 감동적이었다.,,,,,,,,,,,,,
1992,철학적인 영화다,,,,,,,,,,,,,
1993,인생에서 한번쯤은 봐야할 영화,,,,,,,,,,,,,
1994,내 인생 최고의 영화. 살아가는데 힘이들때마다 생각나는 영화,,,,,,,,,,,,,
1995,대박..,,,,,,,,,,,,,
1996,이건인생의 교과서 같은 영화다,,,,,,,,,,,,,
1997,현재에나 미래에나 결국 노력하기 나름..,,,,,,,,,,,,,
1998,도전정신.....,,,,,,,,,,,,,
1999,수영하는설정은 큰박수를주고싶다. 더문보다 먹먹함이 덜한게 아쉬울뿐,,,,,,,,,,,,,
2000,말이 필요없다 그냥 보고 느껴라,,,,,,,,,,,,,
2001,사람의 길로 인도하는 영화이다~!!,,,,,,,,,,,,,
2002,잘 봤어요,,,,,,,,,,,,,
2003,컨텍트와 더불어 내가 꼽는 최고의 SF,,,,,,,,,,,,,
2004,좀 지루,,,,,,,,,,,,,
2005,내용이 괜찮았다 .. 과학적으로 만들어진 유전자를 뛰어넘는 노력 ?,,,,,,,,,,,,,
2006,내생의 가장완벽하고 최고의영화 노력으로 불가능이란없다,,,,,,,,,,,,,
2007,2019블레이드러너,,,,,,,,,,,,,
2008,볼만한 작품입니다. 사실평점보고 기대많이해서 좀아쉽긴하지만 그래도 수작,,,,,,,,,,,,,
2009,최고! 많은생각이 드네요,,,,,,,,,,,,,
2010,2년만에 친구와 함께 봤지만 가타카가 주는 처절한 교훈은 설레이게 만들었다,,,,,,,,,,,,,
2011,나는 꿈을 가지고 있어요... 그리고 집념이 있습니다.,,,,,,,,,,,,,
2012,나에게 천재라는 관념을 바꿔준 영화,,,,,,,,,,,,,
2013,너무기대하고 봤나? 생각보다 별로다,,,,,,,,,,,,,
2014,이건4점이적당함..지루하고 그렇게가슴에와닿지않는;;욀케평점이높을까,,,,,,,,,,,,,
2015,good,,,,,,,,,,,,,
2016,멋진 영화,,,,,,,,,,,,,
2017,열성인자인나를울게만든...,,,,,,,,,,,,,
2018,"예전에봤던건데 다시봐도 좋네요""꿈은 이루어진다!!""내꿈도 이뤄지길!!^ㅁ^",,,,,,,,,,,,,
2019,잃어버렸던 조종사의 꿈을 다시 키우고 노력하여 지금은 조종훈련생이 되었습니다.,,,,,,,,,,,,,
2020,꿈이있다면...,,,,,,,,,,,,,
2021,진짜 하루하루를 최선을 다해서 노력하면서 살아야겠다,,,,,,,,,,,,,
2022,인생은. 만들어진 것이 아니라. 인생은 만들어가는 것이다.,,,,,,,,,,,,,
2023,몰입하고봤다..진짜 아주 간만에..이런영화가있었다니..정말 최고의 수작이다,,,,,,,,,,,,,
2024,의도와 결과,,,,,,,,,,,,,
2025,존재에 대해 일깨워주는것만으로 그치지 않는 길이남을 명작,,,,,,,,,,,,,
2026,감동. 최고,,,,,,,,,,,,,
2027,노력하면 안되는건 없다,,,,,,,,,,,,,
2028,there is no gene for the human spirit,,,,,,,,,,,,,
2029,10년전에 본거지만 아직도 생각나는,,,,,,,,,,,,,
2030,울었음.. 꿈과 노력이 있으면 못할게 없다!!,,,,,,,,,,,,,
2031,대세에 묻어가자,,,,,,,,,,,,,
2032,부적격 유전자라고는 하지만 꿈과 엄청난 노력이있다면 불가능한것도 없다는거겠죠.,,,,,,,,,,,,,
2033,숙연해지는 필름,,,,,,,,,,,,,
2034,최고!,,,,,,,,,,,,,
2035,봐야된다.......이영화는,,,,,,,,,,,,,
2036,진짜 살면서 꼭 봐야하는 영화....,,,,,,,,,,,,,
2037,명작입니다,,,,,,,,,,,,,
2038,울뻔했다,,,,,,,,,,,,,
2039,내 생에 가장 감명 깊게 본 영화다,,,,,,,,,,,,,
2040,올해 집에서 본 영화중 단연코 최고! 극장에서 본것을 통틀어도 아바타만큼.굳,,,,,,,,,,,,,
2041,고전'의 반열에 오를 수 있겠다는 생각이 듭니다. 아니,,,,,,,,,,,,,
2042,의도는좋았으나 빠져들지않았다,,,,,,,,,,,,,
2043,가능한지 아닌지의 운명을 정하는 것은 자신의 몫이잖아..? -빈센트,,,,,,,,,,,,,
2044,하면된다는것을 다시한번일깨워주는영화이다.,,,,,,,,,,,,,
2045,노력으로 운명을 뒤바꾼다... 좋은 소재였지만 재미는 그닥....,,,,,,,,,,,,,
2046,처음봤을땐 난 7점줬어.. 나중에 몇번 더보니 생각이 바뀌었다. 평점 수정한다,,,,,,,,,,,,,
2047,와...주드로...멋지다,,,,,,,,,,,,,
2048,인간이 왜 위대한지 설명해 줄 수 있는 영화,,,,,,,,,,,,,
2049,어디하나 흠잡을 데 없는 명작,,,,,,,,,,,,,
2050,모두가 평등하다.다만 누가 더욱 자신의 꿈을 향해 나아가냐가 중요하다.,,,,,,,,,,,,,
2051,영화의긴박감과 스토리구성은 타의추종을 불허한다. SF스릴러와 드라마적구성은 최고!,,,,,,,,,,,,,
2052,이건 최고야,,,,,,,,,,,,,
2053,정말 좋아하는 영화중에 하나입니다. 추천합니다.,,,,,,,,,,,,,
2054,빈센트가 정말 대단하다.. 포기하지말고 주인공처럼 열심히 노력해서 성공하자!,,,,,,,,,,,,,
2055,마지막 주드로 모습을 잊을 수 없음,,,,,,,,,,,,,
2056,영화에 깔린 음악과 광활한 풍경이 아직도 잊혀지지않네요,,,,,,,,,,,,,
2057,완벽하고 싶은 사람의 마음 그리고 왜 완벽해질수밖에 없는 현실..,,,,,,,,,,,,,
2058,누구에게나 기회는 있다. 단지 그것을 붙들고자 하는 마음이 있을때...,,,,,,,,,,,,,
2059,훌륭하긴 한데.. 그닥 가슴에 안 와닿아요,,,,,,,,,,,,,
2060,내용,,,,,,,,,,,,,
2061,진짜 참신한 영화다...,,,,,,,,,,,,,
2062,마지막에  비행기 놓치겠어 빈센트... 그 대사 그 장면에서 가슴이 짠 해졌다,,,,,,,,,,,,,
2063,DNA 정보로 사람의 계급을 결정짓는 계급사회.. 우수한 DNA만 대접받고..ㅠㅠ,,,,,,,,,,,,,
2064,많은 생각을 하게 하는 영화,,,,,,,,,,,,,
2065,가슴을찌릿하게만든다 꼭봐야할필요가잇다,,,,,,,,,,,,,
2066,꿈에는 포기하지 말아야 할 가치가 있어.. 그것이 어떤 상황에서든지,,,,,,,,,,,,,
2067,왜 난 지루했지,,,,,,,,,,,,,
2068,오랫만에 몰입하며 볼수 있었던 영화인듯...,,,,,,,,,,,,,
2069,생각나는영화,,,,,,,,,,,,,
2070,보고 난뒤 최고라고 생각했고,,,,,,,,,,,,,
2071,충분이 있을 수 있는 미래,,,,,,,,,,,,,
2072,모든것은 가능하다..,,,,,,,,,,,,,
2073,원치 않는 미래다!!,,,,,,,,,,,,,
2074,노력과 열정은 천재를이긴다,,,,,,,,,,,,,
2075,시대를 앞서간 영화! 대박,,,,,,,,,,,,,
2076,몇년 전에 봤던건데 또보고 싶다.. 이거 보고 에단호크한테 반했더랬지..,,,,,,,,,,,,,
2077,옛날에 봤던건데 다시보니 더젬있네,,,,,,,,,,,,,
2078,꿈이없는 인간은 틀린 문장의 마침표와 같다라는 말을 전하는 가타카!!,,,,,,,,,,,,,
2079,10년전영화치곤 스토리면이나 배우들의 연기는 뛰어났지만 뭔가 약간 부족한것이...,,,,,,,,,,,,,
2080,적절했습니다. 현대 정서에는 안맞네요,,,,,,,,,,,,,
2081,이만한 영화가 또 있을까? 정로? 오바인데......   정말 좋다. 이 영화,,,,,,,,,,,,,
2082,감독의 의도는 알겟으나..,,,,,,,,,,,,,
2083,멋지다,,,,,,,,,,,,,
2084,과학적 이기보다 위대한 인간의 노력.,,,,,,,,,,,,,
2085,문명사회의 비극. 그리고 극복,,,,,,,,,,,,,
2086,청소년기에 보면 더욱 큰 것을 느낄 수 있는 영화,,,,,,,,,,,,,
2087,재밌는 영화,,,,,,,,,,,,,
2088,잼있게봤어요,,,,,,,,,,,,,
2089,쩔어..ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,,,,,,,,,,,,,
2090,최고,,,,,,,,,,,,,
2091,복제인간이 생겨나고 맞춤아기가 태어나는 지금,,,,,,,,,,,,,
2092,형만한 아우없다. 최고의영화,,,,,,,,,,,,,
2093,자기 노력으로 안이뤄지는 건 없다,,,,,,,,,,,,,
2094,명작,,,,,,,,,,,,,
2095,너는 꿈을 빌려주었잖아,,,,,,,,,,,,,
2096,정말 감명깊게 본 영화,,,,,,,,,,,,,
2097,지루하다는사람은 영화내용 모른상태에서 다안보고 그런소리를하는거지..최고의명작임,,,,,,,,,,,,,
2098,명작이구나....,,,,,,,,,,,,,
2099,최고라는 말밖에..,,,,,,,,,,,,,
2100,명작이로구나,,,,,,,,,,,,,
2101,노력하면 가능성이 제로는 아니다.,,,,,,,,,,,,,
2102,만점,,,,,,,,,,,,,
2103,노력하면 진짜꿈을 이룰수있을까?,,,,,,,,,,,,,
2104,오랜만에 다시봤는데 역시 명작,,,,,,,,,,,,,
2105,언젠간 이런시대가 오지 않을까 하는 생각도 들었다...난 내 운명 바꿀 수 있으려나..,,,,,,,,,,,,,
2106,나를 믿어볼 수 있게 만들어준 영화.,,,,,,,,,,,,,
2107,십여년전 가타카,,,,,,,,,,,,,
2108,인성,,,,,,,,,,,,,
2109,미래 사회에 대한 새로운 이야기를 보여주는 윤리적 SF. 최고의 장르 영화 중 하나,,,,,,,,,,,,,
2110,넘 감동이었요,,,,,,,,,,,,,
2111,운명과 의지.,,,,,,,,,,,,,
2112,꽤 괜찮은 영화.,,,,,,,,,,,,,
2113,왜 인간은 위대한가. 인간의 무한한 가능성,,,,,,,,,,,,,
2114,10년전 영화 지금 봤지만 정말 뛰어난 작품인거 같아요. DNA보다 노력!!!!,,,,,,,,,,,,,
2115,꿈이란 무엇인가...,,,,,,,,,,,,,
2116,와..오랫만에 괜찮은 영화 봤네요~웬만하면 댓글 안남기는데 일부러 로긴했어요,,,,,,,,,,,,,
2117,대박 짱,,,,,,,,,,,,,
2118,오늘 다시 봤지만 10점짜리임에는 변함이 없군요,,,,,,,,,,,,,
2119,10년이 지난후에야 봤지만 말이 필요없는 대작.,,,,,,,,,,,,,
2120,10점짜리....영화개봉뒤 10년이 지난 지금 봤지만...손가락에 꼽힐 명작,,,,,,,,,,,,,
2121,10점 짜리 작품,,,,,,,,,,,,,
2122,꿈은 꾸는자들의 것이다.,,,,,,,,,,,,,
2123,말이 필요없는 대작.....,,,,,,,,,,,,,
2124,10년전에 보고 다시봐도 정말 재미있습니다,,,,,,,,,,,,,
2125,의미심장하나 지루함,,,,,,,,,,,,,
2126,살면서 힘든벽에 부딪힐때가 있다. 가장 높은벽은 자기자신인 것이다..,,,,,,,,,,,,,
2127,내생의 최고의 영화네요 정말 최고였습니다. 지금까지도 후에도 다시 없을 명작이네요,,,,,,,,,,,,,
2128,감히 내가 표현을 못하겠다,,,,,,,,,,,,,
2129,꼭보세요..,,,,,,,,,,,,,
2130,나의 인생,,,,,,,,,,,,,
2131,생각보다 재밌군요ㅋ추천받아서 본건데 추천할만하군요^^,,,,,,,,,,,,,
2132,설정이지만 너무 가혹한 미래. SF라기보단 드라마에 좀더 가까운..,,,,,,,,,,,,,
2133,정말 봐야해요,,,,,,,,,,,,,
2134,노력한다고 다 되는건 아니지만 노력하면 안 되는것도 없다.,,,,,,,,,,,,,
2135,스릴러때 긴장쩔었음,,,,,,,,,,,,,
2136,1997년 개봉작이라는개 신기할정도로... 엄청난영화이다. 한마디로. 최고다.,,,,,,,,,,,,,
2137,약간 건조하면서도 훌륭한 영화,,,,,,,,,,,,,
2138,밤에 봤는데 한참동안 잠을 못잤음. 정말 대단하다.,,,,,,,,,,,,,
2139,너무 좋고,,,,,,,,,,,,,
2140,최고,,,,,,,,,,,,,
2141,천부적인 재능은 노력이 이긴다는걸 여부없이 보여준 최고의 영화!! 감동이에요ㅜ!!!!,,,,,,,,,,,,,
2142,결국 인간을 결정하는 건 유전자가 아닌 노력과 그 노력에 대한 열정 그리고 꿈...,,,,,,,,,,,,,
2143,나 자신에 대해 다시 한번 반성하고 나아가는 계기가 된 영화 최고 말이 필요없음.,,,,,,,,,,,,,
2144,이건,,,,,,,,,,,,,
2145,완전.. 멋있음. 정말 멋지다. 보면 알 것.,,,,,,,,,,,,,
2146,말이 필요없음 최고,,,,,,,,,,,,,
2147,어린시절에 어렴풋이 본 기억이 나는데..나이가 들어 보니 정말..너무 멋진영화네요..,,,,,,,,,,,,,
2148,화려한 액션이나 숨막히게 하는 긴장감은없지만 완벽하다.,,,,,,,,,,,,,
2149,최고..몇번을 반복해서 봐도 질리지가 않는다.,,,,,,,,,,,,,
2150,내취향은 콘택트가 더 재밌다. 이건 sf가 아니라 의미심장한 영화임.,,,,,,,,,,,,,
2151,깊이있는 주제와 오락성을 동시에 잡았다.,,,,,,,,,,,,,
2152,오나벽하구나!!!!!,,,,,,,,,,,,,
2153,1997년 영화가 이정도인가...시간 텀이 느껴지지 않는다. 이런걸 명작이라 하는 듯.,,,,,,,,,,,,,
2154,막판에 봐주는 거 대박,,,,,,,,,,,,,
2155,노력,,,,,,,,,,,,,
2156,구욷,,,,,,,,,,,,,
2157,이걸 어찌 표현해야하지...굿이다...ㅋㅋㅋ긴장감쩐다..ㅎㅎㅎ,,,,,,,,,,,,,
2158,모든 것은 가능하다... 운명은 스스로 만들어 가는 것...,,,,,,,,,,,,,
2159,유전자,,,,,,,,,,,,,
2160,오래전에 별 기대없이 봤다가 완전 감격했었다.. 명작이라고 불러줘야하는 영화.,,,,,,,,,,,,,
2161,교훈을 주는영화인거같다. 꼭볼만한영화중하나,,,,,,,,,,,,,
2162,개쩐다 전율이다 더 늦기 전에 봐라 어떻게 이럴 수 있지?,,,,,,,,,,,,,
2163,유전자 조작으로 태어난인간 자연잉태로 태어난인간 여운이 남는 영화다,,,,,,,,,,,,,
2164,대박입니다.,,,,,,,,,,,,,
2165,성공에 있어 유전자보다는 인간의 자율의지와 신념이 중요함을 강조한 영화.,,,,,,,,,,,,,
2166,자신의 운명을 극복하고 꿈을 이룬 주인공 정말 대단한것같다.,,,,,,,,,,,,,
2167,괜찮은영화.,,,,,,,,,,,,,
2168,말이 필요없는 최고의 영화,,,,,,,,,,,,,
2169,별다른 수식어가 필요없는 명작,,,,,,,,,,,,,
2170,명작입니다.,,,,,,,,,,,,,
2171,암담한 미래를 다루고 있지만 사람의 영혼을 울리는 걸작 디스토피아 영화.,,,,,,,,,,,,,
2172,약간 비범한 설정,,,,,,,,,,,,,
2173,재밌었어요 .....,,,,,,,,,,,,,
2174,이영화를보고세명의이름을외우면서집에갔던기억이..셋다최고의연기를보여줬음,,,,,,,,,,,,,
2175,우마서먼 에단호크 주드로 그들이 지금의자리에 서기 까지가 부끄럽지 않을작품.,,,,,,,,,,,,,
2176,매순간꿈을 위해 죽음을 무릅쓴 각오와 노력을 다한 빈센트머로우에게 경의를 표한다,,,,,,,,,,,,,
2177,재밌습니다 ㅋ,,,,,,,,,,,,,
2178,1997년 나온영화를 2009년에 봤는데 그동안 이영화를 안보고 도대체 무엇을했단말인가,,,,,,,,,,,,,
2179,운명은 없다 개척하는것이다,,,,,,,,,,,,,
2180,이 영화는 SF를 떠나서 삶을 되돌아보는 계기가 되는 진정한 영화아다!!!,,,,,,,,,,,,,
2181,쵝오,,,,,,,,,,,,,
2182,왜 이제야 봤을까,,,,,,,,,,,,,
2183,확실히 명작들은 2000년도 전에 제작된 것이 많군요 이 영화 강추합니다,,,,,,,,,,,,,
2184,운명을 개척하는 자세를 일깨워주는군요,,,,,,,,,,,,,
2185,역시 명작이다.  운명을 바꾸려는 처절함과 애틋한...참 짠하다.,,,,,,,,,,,,,
2186,확실히 명작들은 2000년 전에 만들어진 영화가 재미있어,,,,,,,,,,,,,
2187,명작이다 이제야 본걸 후회한다....,,,,,,,,,,,,,
2188,정말오랜만에생각하게되는영화를만나놀라웠고,,,,,,,,,,,,,
2189,주드로는,,,,,,,,,,,,,
2190,10년이 넘어도 명작은 명작.,,,,,,,,,,,,,
2191,되돌아갈 힘을 남겨두지 않는게 마냥 자랑은 아니다....성공 하자고 목숨을 맞바꾸나,,,,,,,,,,,,,
2192,Freaking Great.,,,,,,,,,,,,,
2193,되돌아갈힘을남겨두지않는노력은운명을바꿀수힘을지닌다라는...,,,,,,,,,,,,,
2194,운명은 개인의 마음가짐에 달려있다. 최고의 명작.,,,,,,,,,,,,,
2195,되돌아갈....힘을 남기지 않는다라...  너무 가슴에 와닿는다.........,,,,,,,,,,,,,
2196,두번봤는데도 또다시 느끼는건 정말 명작인 영화같습니다,,,,,,,,,,,,,
2197,괜찮은영화네.,,,,,,,,,,,,,
2198,명작,,,,,,,,,,,,,
2199,꼭 한번 봐야할 영화,,,,,,,,,,,,,
2200,역쉬,,,,,,,,,,,,,
2201,그대... 되돌아갈 힘 조차 남기지 않을 만큼 최선을 다했는가...,,,,,,,,,,,,,
2202,정말 최고.. 재밌음!!,,,,,,,,,,,,,
2203,더빙으로 보면은 점수가 올라간다....,,,,,,,,,,,,,
2204,ㅠㅠ... 아 진자 감동의 도가니..,,,,,,,,,,,,,
2205,Good,,,,,,,,,,,,,
2206,오래됬지만.. 전혀 오래되 보이지 않는 탄탄한 재미와 구성..,,,,,,,,,,,,,
2207,와우 주드로 진짜 멋있다,,,,,,,,,,,,,
2208,굿윌헌팅 이후로 로그인 하게 만든영화..왜 이제 보았을까..,,,,,,,,,,,,,
2209,보고 또 봐도 아깝지 않은 영화,,,,,,,,,,,,,
2210,운명을 결정하는것은 스스로의 몫이다,,,,,,,,,,,,,
2211,재미있었어요. 근데 너무 조마조마해서....ㅡㅡ;; 마음 편할 때 보면 좋을 듯,,,,,,,,,,,,,
2212,오랜만에 느껴보는 가슴 찢어질듯한 벅참,,,,,,,,,,,,,
2213,잔잔한 여운,,,,,,,,,,,,,
2214,좋네요,,,,,,,,,,,,,
2215,오 .... 메시지가강렬한영화,,,,,,,,,,,,,
2216,새로운걸배웟다,,,,,,,,,,,,,
2217,언제봐도......,,,,,,,,,,,,,
2218,유전자가 이길 수 없는것,,,,,,,,,,,,,
2219,이런 영화도 있었구나 정말 새롭다,,,,,,,,,,,,,
2220,SF도 스릴러도 없다.. 그래서 더욱 즐겁다,,,,,,,,,,,,,
2221,재밋네요,,,,,,,,,,,,,
2222,1998년 작품을 10여년 지난 이제서야 봅니다. 꿈은 꿈꾸는 자의 것인것 같습니다.,,,,,,,,,,,,,
2223,1%의 유전과 99%의 노력 그리고 빈센트에게 완벽한 제롬을 선물한 제롬의 마지막.,,,,,,,,,,,,,
2224,되돌아갈 곳이 없다면 전진할 수 밖에 없다,,,,,,,,,,,,,
2225,인간이 숭고한 이유.,,,,,,,,,,,,,
2226,빈 서판'을 읽은 직후 무심코 본 영화가 이 영화다. 기막힌 우연이 아닐 수 없다!,,,,,,,,,,,,,
2227,정말... 말로 표현할 수 없다. 영화가 끝난 뒤에도 한참 멍했다. 심장이 다시 뛴다.,,,,,,,,,,,,,
2228,삭막한 미래를 배경으로 거대한 감동을 주는 작품. 앞으로 이런 작품이 나올까...,,,,,,,,,,,,,
2229,이영화를 이제서야 보게되다니 정말 감동그자체다,,,,,,,,,,,,,
2230,SFX와 SF는 전혀 상관없다는 증거. 내 최고의 SF영화.,,,,,,,,,,,,,
2231,마지막 제롬이 불탄 이유는 빈센트에게 완벽한 제롬을 선물하기 위함이었습니다.,,,,,,,,,,,,,
2232,과연 현실에서도 쓰레기도 노력하면 월등한 유전자를 지닌 사람을 능가할까,,,,,,,,,,,,,
2233,정말 감명 깊네요.. 역시 노력하면 안되는일은 없군요 ㅋ,,,,,,,,,,,,,
2234,10년도 더 된 영화가... 이렇게 재밌을줄이야. 탄탄하다!,,,,,,,,,,,,,
2235,정말 잊을 수 없는 영화를 보았다..,,,,,,,,,,,,,
2236,98년에 영화라고 하기엔 지금봐도 너무나도 현대적이고,,,,,,,,,,,,,
2237,교육적으로도 훌륭한영화,,,,,,,,,,,,,
2238,여러가지로 슬럼프에서 빠지게 해준계기가 됬네요 굉장한영화임,,,,,,,,,,,,,
2239,완벽한 에이급 유전자보단 꿈을 꿀수 있는 비급 유전자가 멋있다 ㅋ,,,,,,,,,,,,,
2240,정말 최고 !!,,,,,,,,,,,,,
2241,재능을 초월하는 노력... 나 수술할테니까 나도 키 크게 해주세요.,,,,,,,,,,,,,
2242,1998개봉이라 1997시점에서 만들어져서 현 관점과 다를것에도 많이 공감가는것도 대단,,,,,,,,,,,,,
2243,제대로 된 영화인것같다. 기계화된 사람들이 보고 감성을 되찾았으면 한다.,,,,,,,,,,,,,
2244,진짜 최고 ㅠㅠ 너무 감명깊게 봤어요,,,,,,,,,,,,,
2245,오랜만에 영화다운 영화를보게되네요,,,,,,,,,,,,,
2246,많은 사람들이 보았음 한다. 우리의 삶을 다시 생각해보게 되는 영화.,,,,,,,,,,,,,
2247,명작중의 명작,,,,,,,,,,,,,
2248,열정..good,,,,,,,,,,,,,
2249,100점짜리 영화. 삶은 자신이 개척하는것.,,,,,,,,,,,,,
2250,꿈에 대한 주인공의 열정에 내 자신이 부끄러워졌다.,,,,,,,,,,,,,
2251,재밌군... 숙제할려고 봤으나~,,,,,,,,,,,,,
2252,명작이다. 그런데 나는 뭐지? 그리고 누가 아일랜드와 비슷한 내용?,,,,,,,,,,,,,
2253,모든게 가능하다,,,,,,,,,,,,,
2254,재밌었다..느낌있고 주드로 몰랐는데 유진 한국적이름같기도하고좋아,,,,,,,,,,,,,
2255,노력은 유전자로 따라갈 수 없다,,,,,,,,,,,,,
2256,볼 때마다 많은 것을 느끼게 해주느 영화,,,,,,,,,,,,,
2257,몰입해서 봤다 괜찮게 봤음,,,,,,,,,,,,,
2258,인생을 돌아 보게 하는 영화,,,,,,,,,,,,,
2259,많이봤지만 볼때마다 열정이란 울림이 가슴을 크게 두드리는 영화..,,,,,,,,,,,,,
2260,희망,,,,,,,,,,,,,
2261,정말 잘만들었다. 한번쯤은 봐두는게 좋을것이다.,,,,,,,,,,,,,
2262,볼까말까망설인다면보세요 의외로재밌고의미있음 프리즌브레이크삘~,,,,,,,,,,,,,
2263,이건 100점짜리 영화,,,,,,,,,,,,,
2264,꿈이란게 있기에 이모든게 가능하지 않았을까.......,,,,,,,,,,,,,
2265,10년전에 나온 영화라는게 믿기지 않는 명작,,,,,,,,,,,,,
2266,나를 또다시 돌아보게 하는영화.. 잘봤습니다!,,,,,,,,,,,,,
2267,10점을 주지 않을 수가 없네요...다시 한번 보게하는 영화입니다.,,,,,,,,,,,,,
2268,주드로 왠지 입에 짝짝 붙는 이름일세... 빈센트 잘생겼어!!!,,,,,,,,,,,,,
2269,액션 기대한 사람은 반성 ㅎㅎㅎ 512님 저도 봤어요 ㅎㅎ 처음부터 그렇게 나오던데,,,,,,,,,,,,,
2270,가능성'의 원동력은 노력과 의지 란걸 알수 있게해주는 영화다,,,,,,,,,,,,,
2271,자기자신을 제한하는 것은 오직 자기 자신뿐이다.,,,,,,,,,,,,,
2272,영화끝나고 자막올라갈때 가타카의 g,,,,,,,,,,,,,
2273,드드드드라마 미래형 드라마라니... 액션이없어..,,,,,,,,,,,,,
2274,진짜 재밌다!!ㅠㅜ 주드로 멋져ㅠ,,,,,,,,,,,,,
2275,몇일째 메인에 스포일러 있는데 관리 안하나요? ...볼맛 안나게..ㅡ.ㅡ,,,,,,,,,,,,,
2276,최고다...,,,,,,,,,,,,,
2277,에단호크를 위해 자살을택한 주드로의 모습을보며 감동받았다,,,,,,,,,,,,,
2278,아무리봐도 질리지 않는 영화,,,,,,,,,,,,,
2279,마지막에.. 그 면접관.. 순간 섬뜩했다. 면접관의 아들은 그의 팬이자 '그',,,,,,,,,,,,,
2280,재밋네요 ㅋ,,,,,,,,,,,,,
2281,정말 장난아니다....수영대결의 명대사는 아직까지 정확하게 기억에 남는다,,,,,,,,,,,,,
2282,벌써 5번째,,,,,,,,,,,,,
2283,노력함 없이 유전을 탓하지 말라..,,,,,,,,,,,,,
2284,예전에 sf대작을 기대하고 본영환데 왠걸,,,,,,,,,,,,,
2285,돌아갈 힘을 남겨두지 않는 것...,,,,,,,,,,,,,
2286,수많은 메타포를 함축하고 있는 영화 가타카! 이런 영화가 또 나올 수 있을까 싶다.,,,,,,,,,,,,,
2287,개봉때 보고 OCN에서 보고 컴퓨터로 보고..보고 또 보고,,,,,,,,,,,,,
2288,나에게 2시간의 영화로서 무한한 감동을 남겨준 영화이다,,,,,,,,,,,,,
2289,21세기 생명공학의 어두운 사회 .. 이 영화를 어떻게 40자 만으로 말할수 있나,,,,,,,,,,,,,
2290,최고의 유전자는 노력이다,,,,,,,,,,,,,
2291,돌아올 힘을 남겨두지 않을정도로... 자신의 꿈만을 위해서...,,,,,,,,,,,,,
2292,좌절은 없다,,,,,,,,,,,,,
2293,기가 막힌영화..주드로가 보기좋았다,,,,,,,,,,,,,
2294,감동적인 영화라 할수있다..,,,,,,,,,,,,,
2295,자신이 인간이라면 꼭 봐야 된다.. 제발.. 꼭 봐야한다....,,,,,,,,,,,,,
2296,아 이거 대박!!! 우리가 처한 상황이 과연 절망일까.......,,,,,,,,,,,,,
2297,내가 비디오가게 했을때 강추했던 영화인데 다시보니 정말 괜찮다.,,,,,,,,,,,,,
2298,우울한가..설레이는가..  관객은 선택할수있다,,,,,,,,,,,,,
2299,진짜 말이 필요없는....!,,,,,,,,,,,,,
2300,i never save anything for the swim back,,,,,,,,,,,,,
2301,지구상에 존재하는 인간이라면 봐야하는 영화.,,,,,,,,,,,,,
2302,지금 이 순간 최선을 다하고 있는가,,,,,,,,,,,,,
2303,12년전 영화인데..좋네~재밌다~~굿~,,,,,,,,,,,,,
2304,SF 범죄 스릴러 물인 줄 알았는데 ... 눈을 뗄 수가 없군요.,,,,,,,,,,,,,
2305,진짜 좋은영화네요.. 꿈이란걸 가짐으로써 인생의 삶을 다시 느끼게 해준영화..,,,,,,,,,,,,,
2306,액션 화려한 그래픽 즉 트랜스 포머를 원하는 초딩은 이영화를 보고 지루하다하지말라,,,,,,,,,,,,,
2307,정말 좋은 영화이다.,,,,,,,,,,,,,
2308,실패에 낙인찍힌 사람들이여.. 이걸보고 반성해라..,,,,,,,,,,,,,
2309,인생은 스스로가 개척해나가는 것. 용기와 희망을 주는 영화,,,,,,,,,,,,,
2310,운명에 얽메이지않는,,,,,,,,,,,,,
2311,그야말로 '완벽'에 가까운 영화. 인류의 미래는 어둡지만은 않으리라.,,,,,,,,,,,,,
2312,걸작',,,,,,,,,,,,,
2313,꿈이라는거........,,,,,,,,,,,,,
