,content,,,,,,,,,,,,,
8609,광활한 우주에서 단 두 연기자 만으로 진짜 대단했습니다. 적당히 박진감과 웅장함을 주는 음악도 괜찮았고. 조지 클루니가 우주 저 멀리 사라져 갈 땐 너무 안타깝더군요. 시간가는 줄 모르고 긴장하면서 봤습니다. 진짜 ...,,,,,,,,,,,,,
8610,무중력의 완벽한 구현... 무중력의 완벽한 구현... 그리고... 무중력의 완벽한 구현,,,,,,,,,,,,,
8611,대박임 또 볼거임 짱짱맨,,,,,,,,,,,,,
8612,우주간접체험 하고 왓다,,,,,,,,,,,,,
8613,어머이건대박이야 꼭보세요 진짜,,,,,,,,,,,,,
8614,이 영화는 미친게 맞더군요! 강추합니다,,,,,,,,,,,,,
8615,개쩜 진짜 꼭보세요 ㅜㅜ,,,,,,,,,,,,,
8616,만오천원 내고 우주 다녀온 느낌이다. 영상미,,,,,,,,,,,,,
8617,보는동안 심장이 벌렁벌렁거려 지루할 틈새 없었던 영화였다. 연기자들의 연기력또한 박수를 쳐주고 싶다.,,,,,,,,,,,,,
8618,개.쩐다. 우주에 인간의 삶이 묻어난다,,,,,,,,,,,,,
8619,와나... 레미제라블보고 중간에잼없다고나오는사람은 이런영화못보겟다.진짜로진짜 잘된영화!!!,,,,,,,,,,,,,
8620,아이맥스 3D로 처음 본 영화Thank you 잘봤습니다,,,,,,,,,,,,,
8621,영상미하고 긴장감은 최고 여주 몸매도 최고우주복 벗을때 쩔더라,,,,,,,,,,,,,
8622,3D로 봤는데 영화가 끝날때까지 정말 몰입해서 봤네요. 최고입니다.,,,,,,,,,,,,,
8623,게임으로 나와도 좋을법한 영화. 그래픽 + 교훈 + 스토리 삼박자를 다 갖춤,,,,,,,,,,,,,
8624,정말 아름다웠다. 착륙이 출발이다,,,,,,,,,,,,,
8625,말이 안나온다...대작,,,,,,,,,,,,,
8626,간접 체험 ! 재밌다!ㅋㅋㅋㅋ,,,,,,,,,,,,,
8627,난 이영화를 보고 한순간도 긴장하지 않을 수 없었다 내 인생에서 몇안되는 명작중 하나,,,,,,,,,,,,,
8628,이 영화가 나오기 전에 나온 그 어떤 영화도 90분내내 나를 긴장하게 하지는 못했다 ~,,,,,,,,,,,,,
8629,이런 영화는 전무후무.... 그래비티라는 영화 하나에 농축된 그 많은 의미들을 다 이해하려면 10번을 넘게 봐도 좋을 것 같다! 지금이 힘든 사람에게는 또 다른 의미를 부여할 영화!,,,,,,,,,,,,,
8630,경이롭고 황홀하고 웅장하면서도 한없이 고요하고 잔잔하며 믿을수 없으리만치 위대한 우주 서사의 걸작!,,,,,,,,,,,,,
8631,쓰리디로밧는데.포디도쩔았을거갘음ㅋㅋㅋ우주파편땜에 기겁함 ㅠㅠ...무섭고 숨가쁜신비한우주,,,,,,,,,,,,,
8632,정말 신기하고 재밌었음,,,,,,,,,,,,,
8633,태어나서 처음으로 시간가는줄 모르고 봣어요.말그대로 긴장감을 영화내내 가지고 봤어요.,,,,,,,,,,,,,
8634,연기부터 스토리,,,,,,,,,,,,,
8635,3D로 봐라.영화니까 표현 가능한 영화.,,,,,,,,,,,,,
8636,미스터고에서 9점준 명상이형이 10점줫으면.말다햇지,,,,,,,,,,,,,
8637,삶의 목적과 의미를 잃은 현대인들의 마음에 촉촉하게 젖은한 줌의 흙의 소중함을 일깨워준 영화,,,,,,,,,,,,,
8638,재미 있엇고 감동적이네요,,,,,,,,,,,,,
8639,영화 보고 다프트펑크의 컨텍트 들으세요,,,,,,,,,,,,,
8640,많은 호평에도 불구하고 완전 몰입하지 못한이유가 뭘까?!  일반화면과 소지품분실 좋지못한 건강상태때문일까?!  다시한번 3D 이상되는 스크린으로 보게끔하는 영화...,,,,,,,,,,,,,
8641,별로 할 말이 없네요...그냥 보면 압니다,,,,,,,,,,,,,
8642,오랜만에 재밌는 영화 잘 봤어요^^꿈에 나올까봐 두렵ㅋ,,,,,,,,,,,,,
8643,우주를 바탕으로 한 영화와 재난영화는 그래비티 이전과 이후로 나뉠 것이다.,,,,,,,,,,,,,
8644,나도 모르게 들썩이면서 본 영화아이맥스 3d로 보는 최고의 영상미,,,,,,,,,,,,,
8645,지금까지 너무 기대한 영화는 꼭 조금씩은 실망했었는데 이영화는 기대치를 그대로 충족시켜주네. 별 생각없이 빵빵 터지는 액션이나 멜로물 뽕빨물 좋아하는 사람들에게는 지루할 수도 있음,,,,,,,,,,,,,
8646,10점을 줘도 아까운 영화. 꼭  한번 보시기  바랍니다.,,,,,,,,,,,,,
8647,처음부터 끝까지 마음졸이며 본 대작!,,,,,,,,,,,,,
8648,사실적인 우주표현이 좋았습니다,,,,,,,,,,,,,
8649,최고네무조건 imax3d 고고,,,,,,,,,,,,,
8650,4DX로 보면 산소를 줄인다는게 사실 이었음.. 말이 안나오는 영화.,,,,,,,,,,,,,
8651,좀 비싸더래도 꼭 아이맥스로 보길 권합니다ㅋ 내가 우주에  있다는걸 착각할정도,,,,,,,,,,,,,
8652,goodgoodgood,,,,,,,,,,,,,
8653,엔딩 크레딧 올라갈때까지 숨막힘ㄷㅠㅠㅠ,,,,,,,,,,,,,
8654,혹시나 했건만 역시 기대했던만큼,,,,,,,,,,,,,
8655,내가 처음으로 손에 땀을 쥐고 본 영화.,,,,,,,,,,,,,
8656,너무 재미있게 봤다 아름다운 영상미에 빠져들었다,,,,,,,,,,,,,
8657,충분히 현실가능한 영화재난영화...여태까지 많은 재난영화를 뵜지만현실가능 하고 재밌게 본 영화이다...무조건 한번은 볼만한 영화,,,,,,,,,,,,,
8658,정말 짧지만 강렬한 영화를 본거같아요 최고!,,,,,,,,,,,,,
8659,영상미 연기 연출 각본..로튼의 초고득점이 이해가 되는 영화..그런데 베댓이 왜 일베충ㅋㅋㅋㅋ,,,,,,,,,,,,,
8660,중력한테 감사하다니 ㅋ교훈 영상미 연출력 더 이상 나올수 없다 최고니까,,,,,,,,,,,,,
8661,이야~~  제데로 만든 우주영화...아니 근간의 우주에대한 느김을 좀더 현실적으로 만든터닝포인트 같은 영화네요... 깔끔하고 업청난 몰입감...그리고 장면장면이 내가 우주에있는듯한....이건 감독의 영화에대한 집중력...,,,,,,,,,,,,,
8662,이럴수가  재미있다는말로표현이안돼,,,,,,,,,,,,,
8663,내용 전개도 좋았고 무엇보다 살기위해 노력하는 모습이 보기에 좋았던것 같다,,,,,,,,,,,,,
8664,3D로 봤는데 아이맥스로 한번 더보고 싶다. 정말 잘만든 영화. 시간이 너무빨리 지나갔다.물론 러닝타임이 짧은편이긴함,,,,,,,,,,,,,
8665,4DX 3D 전용영화~!!! 내가 실제로 우주에 있는 기분임 ㅋㅋ의자가 화면에 따라 같이 움직이니깐 장난아니다 ㅋㅋ진짜,,,,,,,,,,,,,
8666,방금 봤는데 진짜 재밌다☞^.^☜,,,,,,,,,,,,,
8667,그냥 최고... 평점달아본 영화 처음이다,,,,,,,,,,,,,
8668,내용,,,,,,,,,,,,,
8669,우주영화에 대한 내 생각의 중력을 바꿔버렸다고독하지않다는것 살아있다는게 행복인거구니ㅡ,,,,,,,,,,,,,
8670,우리나라도 이젠 3D 수준이 되어가나? 암 그래야지 그래도 미국이 훨씬 더 낫지여그래비티? 얼마나 재미가 있을지 모르겠네 꼭 봐야지여 ~,,,,,,,,,,,,,
8671,난데없이 중국 까는 인간들은 뭐냐? 우리보다 우주기술 몇 배는 앞선 나라다 ㅡㅡ,,,,,,,,,,,,,
8672,지구가 이렇게 아름답다니,,,,,,,,,,,,,
8673,딱한마디로 그냥 빚내서라도 봐야할영화!,,,,,,,,,,,,,
8674,재밋엇당... 난 정말 살아돌아온줄 알았어 상상아니고,,,,,,,,,,,,,
8675,우선은 4D로 봐야한다. 우주에서의 삶이 어떤지 체험할 수 있어서 좋았다.,,,,,,,,,,,,,
8676,우주를 간접체험해보니 그냥 지구가 좋다는 생각이 들어요,,,,,,,,,,,,,
8677,우주 관련 영화로는 최고가 아닐까 생각된다. 중력에 감사함을 느낀다,,,,,,,,,,,,,
8678,근래에 본 영화중 깊이와 재미,,,,,,,,,,,,,
8679,너무너무재밋네요. 아마겟돈이후최고의우주영화!,,,,,,,,,,,,,
8680,절대로 놓쳐서는 안되는 영화,,,,,,,,,,,,,
8681,입을다물수가없었다감격스럽다,,,,,,,,,,,,,
8682,보는내내 집중해서봤어요 ㅋ3d로 본것중에 최고네요 ㅋ진짜앞에사람들이 있는거같고 우주도 사실적으로 묘사하고 흡입력이있습니다 ㅋ스토리는없어서 8점ㅋ,,,,,,,,,,,,,
8683,세상에서 가장 환상적인 모험담,,,,,,,,,,,,,
8684,이런건 무조건 봐줘야지..,,,,,,,,,,,,,
8685,폐쇄공포증걸릴거같이ㅡ,,,,,,,,,,,,,
8686,훌륭하다 1시간 반동안 화면만 멍하니 쳐다보다가 마지막에 오오 거대하고 압도적인 지구 하면서 끝 b,,,,,,,,,,,,,
8687,영화역사 의 길이남을 명작이네요,,,,,,,,,,,,,
8688,왕십리 아이맥스 가운데서 봤는데 대박.. 완전 강추요 꼭 아이맥스 가운데서 보세요,,,,,,,,,,,,,
8689,짱짱너무재미있어요ㅇ,,,,,,,,,,,,,
8690,인간계에서... 우주계에 대해 표현할수 있는 최대치를 구현함. 3년만에 10점 만점! . 항상 메카니즘을 만들어냈던 제임스 카메론의 전성기 같다. 촬영,,,,,,,,,,,,,
8691,쩔음쩔음쩔음쩔음쩔음,,,,,,,,,,,,,
8692,너무 군더더기 없는영화.그림으로치면 붓으로 한번 에그리고싸인넣은 느낌. 그러다보니 더이상 덧붙일말도 논 란꺼리도 없다는게 아쉽.다큐에 가까운거 같아요.좋으 면서 그냥그런 오묘한 느낌입니다^^ 일반인이 볼수있는걸 넘어...,,,,,,,,,,,,,
8693,다른 말이 필요없어,,,,,,,,,,,,,
8694,직접 우주에 다녀온 느낌이 들정도로 영상과 연출은 입이 안다물어진다. 롱테이크,,,,,,,,,,,,,
8695,생애 최고의 영화가 아닌가 싶네요. 3D로 보시길..,,,,,,,,,,,,,
8696,지루한틈이없네요 팝콘녹이면서먹어야할듯 ㅋㅋ 진짜재밋어염! 교훈도되고 이영화보길잘햇음 아 그리고 영화관은 아이맥스에서보셔야 볼맛납니다 ㅎ,,,,,,,,,,,,,
8697,지렸다ㅎㄷㄷ 넋놓고 보느라 시간가는 줄도 모름;;,,,,,,,,,,,,,
8698,우주의 그 위대함 . 아름다웠다.,,,,,,,,,,,,,
8699,2013 최고의 걸작. 영화의 혁명이다!!! 진짜 최고!!,,,,,,,,,,,,,
8700,산드라,,,,,,,,,,,,,
8701,진짜 3D추천...이요 개지려요....,,,,,,,,,,,,,
8702,죽기전에 꼭봐야될 영화다 아니 지금 개봉해있는 이 순간을 놓치지말고 극장에서 보길 바란다 정말 최고의 걸작이다 산드라 블록의 그 수많은 영화중 최고로 뽑을만큼 진짜 미친영화다 강추 강추 강추,,,,,,,,,,,,,
8703,한 인간의 삶. 우리가 살아가는 현실에 대해 아름답게 말해주는 영화. 각본 제작 그 어떠한 것도 빠질 것없는. 알짜배기영화..내 생에 최고의 영화였어요,,,,,,,,,,,,,
8704,참. 대단한 영화를 만났다. 산드라블록에 연기에 감탄 또 감탄. 우주의망망함을 배경으로 에일리언이 아닌 참신한 소재로 극한에 공포와 절제된 긴장감. 마지막 땅을 밟고 카메라 앵글이 아래에서 위로 비추는 장면에서는 뭉...,,,,,,,,,,,,,
8705,영화 관람보다는 영화로 체험했다고 말하는 게 맞다! 올해 최고의 영화!,,,,,,,,,,,,,
8706,러쉬를보고 가슴이 뜨거워졌다. 그래비티를보면 숨을 쉴 수 없을거 같다.,,,,,,,,,,,,,
8707,한시간 반이 10분같음. 입만 뻐끔거리다 왔음. 으어 으어. 산드라블록 어디갔었나 했더니 도 딱고 왔네. 마지막 장면은 같이 땅바닥에 붙을뻔,,,,,,,,,,,,,
8708,평점 낮게 주는 사람들때문에 속상한 맘에 처음으로 평점 남겨봐요. 감상내내 너무 신비로운 체험이었고 단순 명료한 메세지 전달 방식이 기존 영화들의 복잡하고 억지스러운 장면들보다 현실적으로 다가왔어요. 지금도 눈을 감...,,,,,,,,,,,,,
8709,러시아 잘못했네 인공위성 몇 대를 부신겨,,,,,,,,,,,,,
8710,올해 최고의 영화다이건!!  음향 영상 내용 영화가 갖출건 다가췄다,,,,,,,,,,,,,
8711,정말 최고의 영화다....,,,,,,,,,,,,,
8712,지금까지 우주에서 괴수나 외계인들과 싸우고 노는 영화들에 비하면,,,,,,,,,,,,,
8713,여러분 이 영화는 아이맥스로 보라고 있는겁니다. 그냥 말로만 그러는것이 아니라 일반과 아이맥스는 2배의 가격차이가있지만 재미는 4배입니다ㅋㅋㅋ더욱이 우주배경이라서 그 효과는 배가됩니다. 자리는 앞자리에 앉으세요 3~...,,,,,,,,,,,,,
8714,스토리만 봤을때 부족한면이 있지만 영상미가  정말 너무 멋집니다 꼭 3D 이상 보실것을 추천합니다 아직도 여운이 남네요,,,,,,,,,,,,,
8715,저는 이영화를 2번이나 봤어요 디지털 한번 아이맥스 4DX 봤는데 ! 너무 재미있게 봤어요 이영화는 최소 3D로 봐야 재미를 느끼고 마지막 지구로 올때 진짜 저눈물이 나왔습니다 또 한편으로는 지구로 올때 보면서  생...,,,,,,,,,,,,,
8716,산드라 블록의 폭발적인 연기력. 보는내내 긴장을 늦추지 못했다. 그러다보니 상영시간이 훌쩍 끝나버린 정말 끝내주는 영화!,,,,,,,,,,,,,
8717,심장졸이며 봤네요..  와....  긴장감 진짜..  걸작입니다...!,,,,,,,,,,,,,
8718,런닝 타임이 짧게 느껴지네요,,,,,,,,,,,,,
8719,전 영화보는 데 졸렸네요.약간 전개가 긴박하게 돌아갔으면 좋겠어요,,,,,,,,,,,,,
8720,최고다. 내가 본 모든 영화를 다 털어도 러닝타임 내내 이렇게 가슴졸이며 몰입한 기억이 없다.,,,,,,,,,,,,,
8721,휴스톤 까피..까피?,,,,,,,,,,,,,
8722,말할 것도 없이 올해 최고의 영화.,,,,,,,,,,,,,
8723,나는 라이언누님과 함께 호흡했다.,,,,,,,,,,,,,
8724,10점중에  10점..,,,,,,,,,,,,,
8725,아놔 극장에서 보길 잘했지 두고 두고 후회할뻔....산드라블록 살아있네,,,,,,,,,,,,,
8726,아름답다.진짜 아름다운 영화이다.,,,,,,,,,,,,,
8727,유일하게 생존한 스톤처럼.. SF영화사에 오래 생존할 기적같은 영화.. 이런 몰입.. 정말 간만이다! 심플한 하지만몇번을 봐도 새롭다.,,,,,,,,,,,,,
8728,아이맥스 삼디로 만든 이유가 있습니다. 필수인듯  후회하지말고 비싸도 삼디아이맥스 -_- 이건뭐 스페이스오딧세이 첨나왔을때의 충격이랄까?요즘새대에게는 쥬리공원에서 첨공룡 나오는 장면?또는 메트릭스에1에서의 총알피하는...,,,,,,,,,,,,,
8729,소름.크레딧올라갈때까지도 짠했음.,,,,,,,,,,,,,
8730,90분동안 눈을 뗄 수 없었다. 삶과 죽음 모든걸 우주를 통해 깨닫는다.,,,,,,,,,,,,,
8731,역시 관객은 한번도 본적이 없는 영상에 매료될수밖에 없다  감독들이여 무엇을 보여줄지 고민하지말고 관객이 보지 못한 것이 무엇인지 고민하라,,,,,,,,,,,,,
8732,진짜최고. 모든장면이 감동적이다,,,,,,,,,,,,,
8733,딛고 일어선다는 철학명제를 아름답고도 쉽게 풀어낸 영화.,,,,,,,,,,,,,
8734,간만에 2번보고 싶은 영화가 나왓네 아이맥스로 밨지만 4dx로 바야지이런영화를 언제또 극장에서 보겠나,,,,,,,,,,,,,
8735,올해 최고의 영화~! 볼까말까 고민하시는 분들 ~! 우선 보시길 꼭 보시길~~!!,,,,,,,,,,,,,
8736,유로파리포트 봤을때도 잘만들었다고 생각했는데 거기에 자본이 투입되면 이런 영화가 나오는구나;; 진짜 대박!!!,,,,,,,,,,,,,
8737,우아..,,,,,,,,,,,,,
8738,우주에 대한 새로운 느낌을 받은 영화..그저 경이로움뿐만이 아니라그 반대로 광활한 우주에 떠있다는 것만 해도 숨막히는 공포를 느낌,,,,,,,,,,,,,
8739,제 점수는요 별 10개 드릴께요. 영화보면서 죽음의 공포로 극장 뛰쳐나가고 싶은 느낌을 받기는 처음이네요. 미친 영화가 아닌가 싶습니다 ㅠ,,,,,,,,,,,,,
8740,단순한 재난 영화가 아닌것 같다. 삶과 죽음의 경계.. 고독. 인간이 지구에 태어나기까지의 과정을 보여주는 것 같다. 강추~!,,,,,,,,,,,,,
8741,이 영화는 꼭 봐야한다..,,,,,,,,,,,,,
8742,영상미와 메세지 연기 모두 .... 대박,,,,,,,,,,,,,
8743,굉장히 재밌다. 정말.. 한시도 긴장을 놓칠수없는 ..그런영화,,,,,,,,,,,,,
8744,이건 진짜 대박 중 대박임....개쩌는 비주얼 뿐만 아니라 정말 이 세상에 대해 다시 생각하게 만드는 영화인듯...와 정말 저 먼 우주에 아무것도 없이 둥둥 떠 다닌다는 생각에 소름끼침..,,,,,,,,,,,,,
8745,평소에 우주에대한 경외감과 두려움이 있던 저에게 이 영화는 보는내내 엄청난 긴장감을 선사해 주었습니다. 긴 여운이 남네요,,,,,,,,,,,,,
8746,아,,,,,,,,,,,,,
8747,너무 현실적이라서 감독이 우주에 갔다온줄,,,,,,,,,,,,,
8748,단언컨대,,,,,,,,,,,,,
8749,대지에 내딛는 주인공의 발걸음이 이렇에 가슴뛰게 만든 영화는 없었다,,,,,,,,,,,,,
8750,영화보는 내내 손에 땀을 쥐게 되었다. 아름다운 영상하며 지루할 틈없는 몰입감이 정말 최고 였다.,,,,,,,,,,,,,
8751,올해 본 영화중 가장 신선했던영화스크린에서 뽑아낼수있는 장점은 다살린것같다,,,,,,,,,,,,,
8752,올해 내가 본 최고의 영화!살아있다는 것에,,,,,,,,,,,,,
8753,"이것은 영화다 근데 난 ""본'게 아니라 '체험'을 했다.여태 산드라 블럭을 그저 좀 웃기고 메부리코를 가진 히스패닉 여자 영화배우로만 생각했는데 다시 봤다.내년도 오스카상은 그래비티 니가...",,,,,,,,,,,,,
8754,영화가 사람을 죽이려 든다. 숨막히게 목을 졸리며 한시간 반을 영화에게 쫓기며 보낸다... 나올땐 살아남았다는 사실에 다리가 후들거리는 나 자신을 볼 수 있다.,,,,,,,,,,,,,
8755,와 이건 스토리 배우 감독 딱 잘 맞았다 이건 제임스 카메론이 극찬 할 만 하네 이 영화는 우리 에게 우주란 무섭다라는 걸 보여준다,,,,,,,,,,,,,
8756,집중력있게 볼수있다 짧은 러닝타임 덕분에 임팩트있게 볼수있음,,,,,,,,,,,,,
8757,간만에 재밋게 봣다 허허허,,,,,,,,,,,,,
8758,첨부터 끝날때 까지 손에 땀이날 정도입니다 정말잘만든영화네요 오늘 부평 풍물축제라그런지 영화관에 사람은 별로 없었습니다 믾은 분들이 보고 좋은 영화감상되시길 특히 쉽게포기하는분들 이영화보고 다시한번 생각하는 계기가 ...,,,,,,,,,,,,,
8759,대박이에요.꼭보삼. .,,,,,,,,,,,,,
8760,그래비티 정말 재밌어요!꼭 한번보세요!!,,,,,,,,,,,,,
8761,세상 최고의 역작이다.,,,,,,,,,,,,,
8762,산소도 중력도 동료도 없는 공간에서 의지로 살아남는데 여기라고 못할게 뭐가있을까요,,,,,,,,,,,,,
8763,입체감과 음향효과 매우 뛰어남. 현장에 함께 있는 느낌이 꽤 감칠맛 났음^^,,,,,,,,,,,,,
8764,지구에서 기다리는 가족도,,,,,,,,,,,,,
8765,재미지도다(10자이상입력하래ㅠ),,,,,,,,,,,,,
8766,최고  정말 최고입니다 3d로보삼,,,,,,,,,,,,,
8767,영화 정말 잘보고왔는데요 궁금한거 하나!  매트가 스톤이잡고있는줄을 놓는데 ...여기서 왜?! 매트가 멀리 날아가나요 정지상태에 있어야하는거아닌가요?,,,,,,,,,,,,,
8768,정말 미치도록 아름답다,,,,,,,,,,,,,
8769,3D로봐서 우주여행하다온줗ㅋㅋ,,,,,,,,,,,,,
8770,"이런영화는 ""와 재밌다~!!"" 보다 ""헐 쩐다..ㅎㄷㄷ"" 이런 느낌인거같네요 ㅋㅋ 스토리가 부족한대신 비주얼이 쩔어주니 가급적 IMAX 3D로 보세여",,,,,,,,,,,,,
8771,난지루하기도했고별로였다근데이건내가영화보는눈이한참부족해서인것같다진심으로다시보고싶다재미없다고생각한것에대해감독에게미안하다이제부턴영화볼때생각을많이해야겠다리뷰를봤을때이영화가라이언의재탄생과삶을표현한거라고해서진심으로뉘우쳤다정말좋...,,,,,,,,,,,,,
8772,집 잘만들고 차 잘만드는데 왜 이런 영화 못 만드냐고??그거 만드는사람관리를 개떡같이 하니까 그렇지..너 같으면 최저임금 이하로 받고 더울때 덥고 추울때 추운 밖에서 욕쳐먹어가면서 일할래?,,,,,,,,,,,,,
8773,만점이 아깝지 않은영화 유일한 단점은 그 황홀경을 느낄수있는 플레이 타임이 짧다는것 정도?,,,,,,,,,,,,,
8774,9점 주려다가 1점주는 평점알바들 때문에 10점줌. sf의 한 획을 새롭게 그은 작품입니다. 유치하지도 않고요 완전 몰입해서 보았습니다.,,,,,,,,,,,,,
8775,몰입해서 보고 났더니 온몸에 힘이 쫙 빠진다.,,,,,,,,,,,,,
8776,사운드까지 정말 실감 났어요3D 로 봐서 그런것도 있지만 주연의 연기가 실감나고 주인공의 시선에서 보는 것 들이 더욱 긴장감을 고조시킨듯 하네요 여튼 최고였습니다!,,,,,,,,,,,,,
8777,눈이즐거웠습니다! 너무 재밌네요~,,,,,,,,,,,,,
8778,최고. 고요하면서 미친듯이 가슴졸이게 만드는 영화. 동시에 엄청나게 현실적이고 스펙타클함. 평론가와 일반관객 모두의 높은 평가를 받을만한 영화였다고 생각합니다. 또 보고싶네요.... 제 인생 최고의 영화였다고 자신있...,,,,,,,,,,,,,
8779,진짜재미있다..미친영화인듯,,,,,,,,,,,,,
8780,당연히 삶에 대해 생각하게하고 좋은영상 영화였지만 너무 지루함..3D 아이맥스 기대했지만 파편 날라다닐때만 실감. 물론 우주배경 아름다웠으나. .결론은 너무지루하고 비싼영화값이 좀 아까움,,,,,,,,,,,,,
8781,신기해ㅈㄱㄴ짜친짜아아아아,,,,,,,,,,,,,
8782,그래도 중력이 아름다운 이유.,,,,,,,,,,,,,
8783,이런영화  완전대박. 아바타보다 더 생생 최고 임. 무조껀 보세요. 이왕이믄 4디로,,,,,,,,,,,,,
8784,우주체험한 듯한 기분 느끼게 해주셔서 감사합니다 아직 안보신 분들은 꼭 3D로 보시는게 좋을 거예요,,,,,,,,,,,,,
8785,나는 우주를 경험했다.,,,,,,,,,,,,,
8786,진짜인줄ㄷㄷ 쩔어염 짱짱맨,,,,,,,,,,,,,
8787,올해의 최고의 영화입니다... 진짜...,,,,,,,,,,,,,
8788,영상미도 영상미였지만 이 영화의 최고는 소리표현이었습니다. 정말 최고였습니다.,,,,,,,,,,,,,
8789,SF는 알지못했던 분야에 새로운 경험을 선사하는 것이다. 그래비티는 그것에 충실했고 3D역시 너무나 몰입감있게 잘 만들어졌습니다. 정말 처음부터 끝까지 시간 생각안하고,,,,,,,,,,,,,
8790,할말잃게만드네요 완전짱!! 지구가 이런곳이엇구나 ...,,,,,,,,,,,,,
8791,아무생각없이 예고편도 없이 언니가 보자고 해서 본영화.대박.,,,,,,,,,,,,,
8792,유려한 카메라워크,,,,,,,,,,,,,
8793,눈물나게 아름다운 영화,,,,,,,,,,,,,
8794,쓰리디아이맥스로 봤는데 진짜생생함 내가우주에와있는듯한 기분이였음,,,,,,,,,,,,,
8795,재미 없다고 하는 사람들 다 영화 볼 줄 모르는 사람들이다우주 무중력 고독 침묵으로 이루어진...우주의 미,,,,,,,,,,,,,
8796,이건 진짜 꼭봐야할 영화. 점수를 10점 까지밖에 못준다는게 아쉽다,,,,,,,,,,,,,
8797,영상미도 최고지만 비지엠도 심장박동과 교신이 어울려져서 긴장감과 경외감 엄청났구 개인적으로 젤좋았던 장면은 주인공이 맥에게 자기 딸을 부탁하는 장면이었다 ㅠㅠ 정말 최고  3d로 보세요,,,,,,,,,,,,,
8798,대박..이라는 말밖엔....,,,,,,,,,,,,,
8799,영화가 끝나고,,,,,,,,,,,,,
8800,보는 내내 손과 몸에 힘이 가득 들어가서는 영화가 끝나자 엄청난 피로감과 함께 영화에 대한 경이감만 남았다... 이 영화는 미쳤다.. 대단하다!,,,,,,,,,,,,,
8801,정말 완벽하다 정말 완벽하다,,,,,,,,,,,,,
8802,바로 옆에 지구가 있지만  우주는 정말무섭다주인공의 감정 그 두려움이 잘전달되었다살려고 발버둥치는 사람과그저 침묵하기만 한 우주...최고의 영화다,,,,,,,,,,,,,
8803,올해 봤던 영화중에 가장 좋았던 영화,,,,,,,,,,,,,
8804,이런 걸작이 지루하다며 호불호가 갈리다니. 시각의 차이가 이리도 심한가,,,,,,,,,,,,,
8805,초반부는 굉장했다. 그러나 중반부터 급 지루해지는 아쉬움.,,,,,,,,,,,,,
8806,나도 우주에 있는 느낌었고 약간 어지러웠다,,,,,,,,,,,,,
8807,중력이 나를 짓누르는 무게만큼 우리가 지상에서 대지를 밟고 있다는 것. 내 인생에 균형잡기를 다시 시도할 수 있게 도와주는 영화,,,,,,,,,,,,,
8808,완전 새로운 느낌의 영화네요. 3D로 봤는데 환상적이었어요. 날아오는 파편에 나도 모르게 움찔~,,,,,,,,,,,,,
8809,초반롱테이크 17분은 알폰소쿠아론 특유의 롱테이크장면.. 배우들은 롱테이크소화하는게 젤어렵다는데 17분이면 두배우가얼마나 대단한건지알수있음 영상미와 사운드를 유의해서 보면 이게왜 대작인지알꺼다 난 10점이다 올해영화...,,,,,,,,,,,,,
8810,긴장감,,,,,,,,,,,,,
8811,완전 몰입해서 봤어요ㅎㅎ,,,,,,,,,,,,,
8812,뭔가 우주공간에세 127시간과 유사하나더 처절하고 더 긴박하다,,,,,,,,,,,,,
8813,그래비티완전인상깊고좋았어요!부모님도 보여드리려구요:),,,,,,,,,,,,,
8814,별로... 내취향 아님..,,,,,,,,,,,,,
8815,경이롭도록 뛰어난 영화,,,,,,,,,,,,,
8816,죽기아니면 까무러치기,,,,,,,,,,,,,
8817,시작부터 끝까지 러닝타임이었다. 주인공이 산소가 부족할 때 나도 숨을 조금만 쉬었다 ㅋㅋ,,,,,,,,,,,,,
8818,2013년 최고의 작품성,,,,,,,,,,,,,
8819,우주란 얼마나 순수한 공간인가!!  인간중심적 사고를 벗어나게하는 압도적 순수,,,,,,,,,,,,,
8820,그냥 솔직히  기대에  미치지 못했다 ..,,,,,,,,,,,,,
8821,이전에 라이프 오브 파이를 굉장히 재밌게 봤던 기억이 났다. 경이로운 영상,,,,,,,,,,,,,
8822,평이 좋길래 봤는데... 냉정하게는 스토리상 이렇다 할건 없습니다. 파괴씬도 생각보다 많이 나오지 않구요. 초반 중반 후반에 좀 나오는데 나머지는 대화하고 생각하고 회상하는 뭐 그런게 전부에요. 4DX보다는 아이맥스...,,,,,,,,,,,,,
8823,이영화를보고 역시 집이최고다 나가면개고생;;,,,,,,,,,,,,,
8824,진짜 우리나라는 다잘만들면서이런영화는 못만드는가!!!우주표현과 느낌도정말 좋았고 거의혼자서만내용을이끌어나가는데도 전혀지루하지도않았다 내용순간순간마다 긴장감이넘쳤고 아무튼진짜최고였음...,,,,,,,,,,,,,
8825,시간이 어찌 가는지도 몰랐습니다 긴장감 쩔어요 몰입도도 쩔고 왠만하면 블루레이 안사는데 이건 사려고요 산드라 블록 나오는 영화는 뭔가 어설퍼서 실었는데 이영화는 진짜 실감남니다 굳!,,,,,,,,,,,,,
8826,대단함을 넘어 위대하다.,,,,,,,,,,,,,
8827,마치 우주 속에 내가 있는 것처럼 90분 동안 극장안에서 허우적거렸다.  최고다!!,,,,,,,,,,,,,
8828,영화에 너무 빠져들어서 나까지 멀미가 났던 영화.. 그런데도 헤어나올수가 없었다....,,,,,,,,,,,,,
